vn_id,rid,vn_title,age_rating,vn_length_str,vn_length_h,has_anime,is_nukige
v1411,r2748,Rikorisu ~Lycoris Radiata~,18,10-30 h,17.250,f,f
v1412,r2749,Cox-Bax,18,10-30 h,15.017,f,f
v1413,r2750,Kichiku Megane,18,10-30 h,30.000,f,f
v1414,r2751,Rance - Hikari o Motomete -,18,2-10 h,3.540,t,f
v1417,r2758,Itaike na Kanojo,18,2-10 h,14.750,f,f
v1427,r2771,Rance II - Hangyaku no Shoujo-tachi -,18,10-30 h,6.404,f,f
v1428,r5259,Kimi no Naka no Palladium,18,10-30 h,15.267,f,f
v1434,r2853,Doki Doki Oyako Lesson ~Oshiete ♪ H na Obenkyou~,18,10-30 h,18.889,t,t
v1435,r2792,Taimanin Asagi 2,18,10-30 h,9.955,t,t
v1439,r2804,Dual Phase ~ Soukakurou (Anal mo Vagina mo Hirogacchaimashita),18,0-2 h,2.133,f,t
v1440,r2805,School Five ~Itsutsu no Himitsu no Monogatari~,18,Unknown,7.000,f,f
v1442,r2806,Kanojo x Kanojo x Kanojo Dokidoki Full Throttle!,18,2-10 h,12.017,f,t
v1444,r2841,Time Stripper Mako-chan,18,2-10 h,1.713,f,f
v1445,r2808,Aster,18,10-30 h,31.615,f,f
v1446,r6648,Se.Kirara,18,Unknown,23.700,f,f
v1450,r2908,"Koko Yori, Haruka -Surrounded Sea in the World-",18,10-30 h,13.717,f,f
v1451,r3041,Shion ~Zankoku na Mahou no Tenshi~,18,2-10 h,14.217,t,t
v1455,r3373,Folklore Jam,18,10-30 h,17.490,f,f
v1456,r2831,Mama Love,18,10-30 h,11.611,f,f
v1457,r2834,Mugen Kairou 1.5 ~Rensa~,18,0-2 h,2.543,f,t
v1458,r3697,Mugen Kairou 2 ~Rasen~,18,10-30 h,19.075,f,f
v1460,r2837,MinDeaD BlooD ~Mayu to Mana no Yuketsubako~,18,10-30 h,14.200,f,f
v1465,r2854,Kichiku Megane R Kichiku Megane Fan Disc,18,Unknown,27.500,f,f
v1466,r2855,Sakura Musubi,18,10-30 h,26.433,f,f
v1467,r2856,Time Hollow ~Ubawareta Kako o Motomete~,12,2-10 h,8.348,f,f
v1474,r2907,Hoshizora no Memoria -Wish Upon a Shooting Star-,18,30-50 h,56.827,f,f
v1483,r3666,"Kitto, Sumiwataru Asairo Yori mo,",18,10-30 h,31.657,f,f
v1484,r2943,Shiyouchuu ~W.C.~,18,2-10 h,3.710,f,t
v1487,r14866,"Oni Uta. ~Oni ga Kitarite, Amaesasero to Notamouta.~",18,10-30 h,13.261,f,f
v1490,r2909,Natsuzaki no Maboroshi,18,2-10 h,0.483,f,f
v1491,r2942,"Trample on ""Schatten!!"" ~Kagefumi no Uta~",18,10-30 h,31.500,f,f
v1493,r2948,Lilith-Izm03 ~If Story Hen~,18,2-10 h,1.308,f,t
v1494,r2951,Rougoku no Misleat ~Fukushuu no In'yaku Choukyou~,18,2-10 h,6.856,f,t
v1495,r2952,Lilith-Izm02 ~Nakadashi/Haramase Hen~,18,0-2 h,2.194,f,t
v1496,r2954,Lilith-Izm01 ~Fera Hen~,18,0-2 h,1.883,f,t
v1497,r2957,Taimanin Murasaki ~Kunoichi Kugutsu Dorei ni Otsu~,18,2-10 h,7.314,t,t
v1506,r2975,Lamune,18,10-30 h,12.975,t,f
v1507,r2977,NekoNeko Fan Disc,18,2-10 h,7.250,f,f
v1508,r2978,NekoNeko Fan Disc 2,18,2-10 h,7.750,f,f
v1510,r2981,Sanarara,18,10-30 h,8.050,f,f
v1512,r2994,Lux-Pain,12,10-30 h,35.000,f,f
v1514,r2998,Kita e. Photo Memories,0,Unknown,0.400,f,f
v1518,r3003,AGEHA ~EXTRAVAGANZA~,18,2-10 h,4.000,f,t
v1520,r14588,Seitenshi Sharlot Ingyaku no Dorei Choukyou ~Goshujin-sama Dake no Harami Tenshi ni Shite Kudasai~,18,0-2 h,1.456,f,t
v1525,r9887,Amaane Makai Princess Eris wa Eroicha Haramizuma! ~Suki na Dake Dashite♪ Zenbu Shikyuu de Nonde Ageru~,18,2-10 h,3.206,f,t
v1526,r5665,Tsundere Makai Princess Arisa to Haramase Shinkon Seikatsu! ~Zenbu Dasu made Nuicha Dame! Zettai Jusei Sasenasai yo ne!~,18,2-10 h,7.267,f,t
v1528,r3015,"Love Me Tender ~Koyoi, Bar Alba de~",18,2-10 h,0.967,f,f
v1529,r3016,Hanamachi Monogatari,18,10-30 h,5.667,f,f
v1539,r10467,Marble★Bloomers,18,2-10 h,3.583,f,t
v1541,r3028,Furifure,18,2-10 h,3.660,t,t
v1542,r3030,narcissu 3rd -Die Dritte Welt-,0,2-10 h,4.190,f,f
v1544,r3042,Kanagi ~Inmu Gakuen~,18,Unknown,16.867,f,t
v1545,r3096,Hana to Otome ni Shukufuku o,18,10-30 h,49.325,f,f
v1551,r3055,Signal Heart,18,10-30 h,10.017,f,f
v1552,r45068,Mashiro-iro Symphony,18,10-30 h,36.824,t,f
v1557,r3067,Guisard ~Bokura wa Omoi o Mi ni Matou~,18,10-30 h,15.167,f,f
v1558,r3068,Guisard Shuffle ~Bokura wa Omoi o Tokihanatsu~,18,10-30 h,10.167,f,f
v1560,r3071,"Mirai no Kimi to, Subete no Uta ni",15,2-10 h,3.510,f,f
v1561,r3073,Miracle No-ton,18,2-10 h,5.500,f,t
v1562,r3074,Miracle No-ton Tadaima Zouryou Chuu!!,18,2-10 h,3.475,f,t
v1564,r33964,Luckydog1,18,30-50 h,29.887,f,f
v1566,r11077,Monochrome,12,10-30 h,23.667,f,f
v1568,r3088,Moon Childe,18,Unknown,9.700,f,f
v1569,r3089,Pastel,18,Unknown,6.917,f,t
v1590,r3129,Four-leaf,18,0-2 h,0.869,f,f
v1591,r3126,Saimin Gakkyuu,18,2-10 h,15.000,f,f
v1602,r3142,Saimin Ryoujoku Gakuen,18,10-30 h,4.950,t,t
v1604,r3149,Saiminjutsu 2,18,10-30 h,18.433,t,t
v1605,r3151,Ura Saiminjutsu 2,18,2-10 h,8.433,t,f
v1610,r3161,Kyonyuu Maid Nakadashi Tengoku!,18,2-10 h,5.900,f,t
v1613,r3168,Messiah ~ Paranoia Paradox,18,2-10 h,7.500,f,f
v1614,r3169,Daylight -Asa ni Hikari no Kan o-,0,10-30 h,15.767,f,f
v1616,r13206,Hara ☆ Chuchu!! ~Kameba Ano Ko mo H na Tenshi~,18,2-10 h,10.200,f,t
v1618,r3177,Hajimete no Otetsudai,18,10-30 h,7.267,f,f
v1629,r46599,Hiiro no Kakera,12,10-30 h,26.844,t,f
v1645,r3222,Edel Blume,12,Unknown,8.000,f,f
v1646,r3224,Memories Off 6 ~T-Wave~,12,30-50 h,30.040,f,f
v1652,r3237,Ane Tea!?,18,2-10 h,20.000,f,t
v1653,r3238,Sabae no Ou Scenario II,18,Unknown,9.867,f,f
v1657,r3243,Memoria,18,10-30 h,26.000,f,f
v1660,r3258,Shinigami no Kiss wa Wakare no Aji,18,10-30 h,11.838,f,f
v1663,r3675,Nidozaki! Tartelette,18,2-10 h,12.600,f,f
v1667,r3270,Yan Moe Futago Shimai ~Yande Harande Ai Sarete...~,18,2-10 h,7.708,f,f
v1671,r3276,VenusBlood,18,10-30 h,21.133,f,t
v1674,r3279,Tinkle Poetry,18,0-2 h,3.083,f,t
v1682,r3300,Itsuka Furu Yuki,18,Unknown,9.000,f,f
v1697,r3326,Ane☆Hara-mix ~Ane & Shinigami Onee-san to Isshuukan~,18,2-10 h,4.233,t,t
v1698,r3328,Ane☆Hara-mix 2,18,2-10 h,6.000,f,t
v1702,r3338,Koko wa Rakuensou 3,18,2-10 h,1.500,f,t
v1708,r2691,D.C.I.F. ~Da Capo~ Innocent Finale,12,10-30 h,15.750,t,f
v1709,r3351,Puru Moe Angel Idol Aiko,18,10-30 h,8.167,f,t
v1710,r16005,Miko Mai ~Tada Hitotsu no Negai~,18,Unknown,17.667,f,f
v1712,r3356,Tsundere Inran Shoujo Sukumi ~Karappo ni Naru made Yurusanai kara ne~,18,2-10 h,3.125,t,t
v1713,r23708,Hiiro no Kakera ~Ano Sora no Shita de~,12,Unknown,8.633,f,f
v1715,r3360,Hakuouki ~Shinsengumi Kitan~,15,50+ h,92.326,t,f
v1719,r42431,Gyakuten Kenji,12,10-30 h,22.761,f,f
v1723,r33673,Uchuu Kaitou Funny Bee,18,2-10 h,7.583,f,f
v1734,r3391,Kanjuku Jokyoushi ~ Nikuyoku ni Nureru Wana,18,Unknown,3.000,f,t
