vndb_id,vn_name,release_year,release_month,rating_bayesian,vn_vote_count
v1336,Tsun na Kanojo Dere na Kanojo (ツンな彼女 デレな彼女),2008,12,670,42
v1337,Shukufuku no Campanella (祝福のカンパネラ),2009,1,730,109
v1338,Princess Frontier,2008,3,745,59
v1340,"Mono Gokoro, Mono Musume. (モノごころ、モノむすめ。)",2005,11,692,45
v1341,Sora*yume (ソラ*ユメ),2008,6,665,11
v13419,Uta no☆Prince-sama♪ All Star After Secret (うたの☆プリンスさまっ♪All Star After Secret),2015,3,668,22
v1344,Fuyu wa Maboroshi no Kagami (冬は幻の鏡),2003,8,650,5
v1345,Tsukiakari no Raspberry ~Tsun★Dere II~ (月明りのラズベリィ～つん★デれII～),2008,3,708,78
v1347,Joker no Kuni no Alice ~Wonderful Wonder World~ (ジョーカーの国のアリス～ Wonderful Wonder World ～),2009,10,801,44
v1348,Final Approach 2 ~1st Priority~ (ふぁいなる・あぷろーち2～1st priority～),2008,2,669,7
v1349,Miss Each Other,2004,4,628,24
v1350,Sultan ~The Lovesong is Forever~,2002,7,637,5
v1351,Senpai ga Fiancee!? (先輩がフィアンセ！？),2005,3,,4
v1352,Otaku ☆ Masshigura (おたく☆まっしぐら),2006,9,688,16
v1353,Hoshitsuguyo (ホシツグヨ),2007,2,663,7
v13540,Ane ☆ Shota! ~Kimi no Seishi. Kappikapi ni Naru Made Suitsuzukete Ageru (あね☆しょた！ ～キミの精子。カッピカピになるまで吸い続けてあげる),2013,10,606,24
v1355,Heaven's Cage,2005,10,649,7
v1357,Shinseiki Evangelion Koutetsu no Girlfriend 2nd (新世紀エヴァンゲリオン鋼鉄のガールフレンド 2nd),2003,5,604,134
v13572,Shikkoku no Tsuki (漆黒ノ月),2009,7,,0
v1358,"Sakura Taisen 2 ~Kimi, Shinitamou koto Nakare~ (サクラ大戦２～君、死にたもうことなかれ～)",1998,4,831,96
v1359,-atled-,2008,10,707,49
v136,Heart de Roommate (はぁと de ルームメイト),2003,1,604,753
v1361,Sara Sara Sasara (さらさらささら),2009,2,731,79
v1362,Ayu Mayu Alternative (アユマユ オルタネイティヴ),2008,6,659,35
v13627,Black Code (ブラック・コード),2014,6,609,7
v13628,Haruka Kanata (はるかかなた),2014,4,682,72
v1363,Mikoko (みここ),2009,2,632,10
v13630,Sakigake ⇒ Generation! (サキガケ⇒ジェネレーション！),2014,3,759,146
v13631,Hello Lady! (ハロー・レディ！),2014,1,762,1342
v13632,Kiss Ato (キスアト),2013,12,721,152
v13633,Aisare Roommate (愛サレるームメイト),2013,12,681,57
v13636,Sengoku Hime 5 ~Senka Tatsu Haou no Keifu~ (戦極姫５ ～戦禍断つ覇王の系譜～),2013,12,769,41
v1364,Vanish! ~Oppai no Kieta Oukoku~ (ばにしゅ！～おっぱいの消えた王国～),2009,2,668,27
v1365,Pai Touch! (ぱいタッチ！),2008,12,732,74
v13651,Baka Moe Heart ni Ai o Komete! (バカ燃えハートに愛をこめて！),2013,12,715,75
v13661,Otomaid @ Cafe (おとメイド＠cafe),2013,10,604,564
v13666,Tokyo NECRO (凍京NECRO＜トウキョウ・ネクロ＞),2015,9,801,658
v1368,Chuchu Heaven (ChuChuヘヴン),2009,1,656,5
v1369,Hanafubuki ~Sennen no Koi o Shimashita~ (桜吹雪～千年の恋をしました～),2009,4,711,49
v13694,Koi Suru Kimochi no Hanakotoba (恋する気持ちの花言葉),2013,12,721,25
v137,Kango Shichau zo (看護しちゃうぞ),2001,3,565,292
v13717,Shin Shirogane no Soleil -ReANSWER- (新・白銀のソレイユ -ReANSWER-),2014,1,683,41
v13718,Koishiki Manual (恋式マニュアル),2014,1,741,60
v1374,Sukumizu Police (すくみずポリス),2004,5,,1
v1375,Tayutama -It's Happy Days- (タユタマ -It's happy days-),2009,5,752,92
v13758,Jansei Gakuen Chrono★Magic (雀聖学園 クロノ★マジック),2013,4,,4
v1376,Otome Renshin Prister (乙女恋心プリスター),2010,1,689,26
v13765,Rou-Kyuu-Bu! Himitsu no Otoshimono (ロウきゅーぶ！ ひみつのおとしもの),2013,6,691,8
v13766,Rou-Kyuu-Bu! Naisho no Shutter Chance (ロウきゅーぶ！ ないしょのシャッターチャンス),2014,3,654,5
v1377,Kono Yo no Hate de Koi o Utau Shoujo YU-NO (この世の果てで恋を唄う少女YU-NO),1996,12,808,1879
v13774,Angel Beats! -1st beat-,2015,5,789,1111
v1378,Tapestry -you will meet yourself- (タペストリー -you will meet yourself-),2009,1,754,65
v1379,Areas ~Sora ni Utsusu Kimi to no Sekai~ (Areas～空に映すキミとのセカイ～),2009,2,745,24
v1380,Sakura Tale (さくらテイル),2009,7,644,31
v13802,Rance IX - Helman Kakumei - (ランスIX－ヘルマン革命－),2014,4,830,843
v1381,Boku no Te no Naka no Rakuen (ボクの手の中の楽園),2009,2,687,22
v13829,Kimi no Moto e... (君のもとへ・・・),2002,11,,0
v13833,Walpurgis no Uta ~Walpurgisgedichte~ (ヴァルプルガの詩),2015,3,692,86
v13835,Fuka no Jugoku ~Ugomeku Moushuu no Rensa... Owari no Nai Kyouen~ (腐果の濡獄 ～蠢く妄執の連鎖……終わりのない饗宴～),2013,12,718,32
v1384,Toy Tsumechaimashita! (TOYつめちゃいましたっ),2004,12,577,12
v13841,Ren'ai Harem ~Daisuki tte Iwasete~ (恋愛はーれむ ～大好きって言わせて～),2014,3,682,16
v13842,Love Love Life ~Ojou-sama 7nin to Love Love Harem Seikatsu~ (らぶらぶらいふ ～お嬢様7人とラブラブハーレム生活～),2014,3,717,93
v13843,Umisora no Fragments (海空のフラグメンツ),2014,3,677,59
v13849,Torikago no Marriage (鳥籠のマリアージュ),2014,4,649,67
v13850,Enkeltbillet (エンケルトビレット),2014,7,716,14
v13855,Kotoba no Kieta Hi ~Kokoro made Hadaka ni Suru Jun'ai Choukyou~ (コトバの消えた日 ～心まで裸にする純愛調教～),2014,1,654,43
v13865,IS<Infinite Stratos>2 Ignition Hearts (IS＜インフィニット・ストラトス＞2 イグニッション・ハーツ),2014,2,700,11
v13879,Yoiyo Mori no Hime (宵夜森ノ姫),2015,3,608,11
v13882,Kintouka (きんとうか),2017,3,832,57
v13887,My Dear Arenaga Oji-san (My Dear アレながおじさん),1998,6,,0
v1389,Aneimo 2 Imo Imo FD ~Satsuki & Yui no Love Ero Petit Ryokou Hen~ (あねいも2・いもいもFD～皐月＆唯のLOVEエロプチ旅行編～),2009,2,706,15
v13891,Love Relation (ラブリレーション),2014,5,655,21
v13904,Houkago no Futekikakusha (放課後の不適格者),2014,1,661,87
v13905,Zettai Kaikyuu Gakuen ~Eden with Roses and Phantasm~ (絶対階級学園 ~Eden with roses and phantasm~),2015,5,818,69
v13911,Romeo & Juliet,2014,3,618,9
v13912,BLAZBLUE CHRONOPHANTASMA,2013,10,728,362
v13918,Sei Monmusu Festival!! ~Omatsuri da yo Zen'in Shuugou!~ (聖もんむすFestival!!～お祭りだよ全員集合！～),2014,2,731,31
v13919,Hentai Ouji to Warawanai Neko. (変態王子と笑わない猫。),2013,10,707,21
v1392,Peace@Pieces,2004,12,714,45
v1395,Ore no Shita de Agake (俺の下であがけ),2002,11,778,30
v13955,Sado Gurumi no Machi ~Tada de JK ni Nama Hame Dekiru to Omottara Shasei Shisugite Konsui Joutai ni Natta~ (サドぐるみの町 ～タダでJKに生ハメ出来ると思ったら射精しすぎて昏睡状態になった～),2013,12,603,18
v13962,Honoo no Haramase Paidol My ★ Star Gakuen Z (炎の孕ませ乳ドルマイ★スター学園Z),2014,3,788,185
v1397,Kokoro Hokenshitsu ~Kimi to Naisho no Counseling~ (ココロ保健室～キミとナイショのカウンセリング～),2009,1,684,8
v13979,Hayashi Meisaku Gekijou (ハヤシ迷作劇場),2002,5,,0
v1398,Yoake Mae yori Ruri Iro na -Moonlight Cradle- (夜明け前より瑠璃色な -Moonlight Cradle-),2009,2,777,133
v13989,Golden Time: Vivid Memories (ゴールデンタイム Vivid Memories),2014,3,779,13
v1399,sweet pool,2008,12,774,958
v13994,Yoshiwara Higanbana (吉原彼岸花),2015,9,811,99
v13997,Demonion 2 ~Maou to Sannin no Joou~ (デモニオンII ～魔王と三人の女王～),2014,4,758,117
v13998,Natsu Koi High Pressure (夏恋ハイプレッシャー),2014,3,698,54
v13999,Tenbin no La DEA. ~Ikusa Megami Memoria~ (天秤のLa DEA。 ～戦女神MEMORIA～),2014,2,793,284
v14,School Days,2005,4,656,3787
v14000,"Baldr Sky ""Zero"" 2 (バルドスカイ ゼロ 2)",2013,11,765,72
v14001,Momoiro Seiheki Kaihou Sengen! (ももいろ性癖開放宣言！),2014,2,709,75
v14005,PRETTY×CATION,2014,3,732,242
v1401,Masquerade ~Jigoku Gakuen SO/DO/MU~ (マスカレード～地獄学園SO/DO/MU～),2006,5,613,43
v14010,Natsu Doki! (なつドキッ！),2013,12,727,46
v14018,CHAOS;CHILD,2014,9,833,3617
v14019,Kadenz fermata//Akkord:fortissimo,2014,11,776,65
v14022,Rance 01 - Hikari o Motomete - (ランス01 光をもとめて),2013,8,713,1735
v14044,Hyoui Henshin Extra Souls (憑依変身エクストラソウルズ),2014,2,699,8
v1405,Love☆Drops ~Miracle Doukyo Monogatari~ (Love☆Drops～みらくる同居物語～),2006,3,640,33
v14056,Racial Merge (レーシャル・マージ),2014,4,743,64
v14061,Sora Tobu Hitsuji to Manatsu no Hana -When Girls Wish Upon A Star.- (空飛ぶ羊と真夏の花 -When girls wish upon a star.-),2014,3,735,48
v14062,Majo Koi Nikki (魔女こいにっき),2014,4,727,718
v14069,Reminiscence Re:Collect (レミニセンス Re:Collect),2014,6,749,226
v1407,Dareka no Tame ni Dekiru Koto ~Innocent Identity~ (誰かのために出来ること～Innocent Identity～),2009,2,607,5
v14082,LOVEPOTION SIXTYNINE,2013,12,664,90
v141,Meshimase Idol (召しませアイドル),2002,12,533,405
v1410,Chotto Sunao ni Donburi Kanjou (ちょっと素直にどんぶり感情),2005,8,598,10
v1411,Rikorisu ~Lycoris Radiata~ (りこりす～lycoris radiata～),2006,3,660,10
v14110,Majo no Shokeibi ~Jougen no Tsuki wa Watashi o Mikudashi~ Zenpen (魔女の処刑日 ～上弦の月は私を見下し～ 前編),2012,1,766,18
v14120,Tooryanse (とおりゃんせ),2000,12,,2
v14121,Midara na Tsumi ~Etsuraku no Shuujitsu~ (淫らな罪～悦楽の終日～),2001,11,,1
v1413,Kichiku Megane (鬼畜眼鏡),2007,7,738,154
v1415,Arcobaleno! (アルコバレーノ!),2009,5,688,17
v14150,i wish ...Todoke Kono Omoi (i wish …とどけこの想い),1999,2,,1
v1417,Itaike na Kanojo (いたいけな彼女),2003,10,611,68
v1418,Little Anchor (リトルアンカー),2009,4,,2
v1419,Imouto ni! Sukumizu Kisetara Nugasanai! (妹に！スク水着せたら脱がさないっ！),2007,12,672,16
v14208,Engekibu e Youkoso! ~Kuro Ouji to Koi ni Ochitara (演劇部へようこそ！～黒王子と恋に落ちたら),2011,7,,0
v14229,"Futaimo Days ~Onii-chan, Naisho de Shiyo♪~ (ふたいもデイズ ～おにいちゃん、ナイショでシよ♪～)",2014,2,607,28
v14232,"Chijoku no Onna Kishi ""Orc no Dekisokonai de Aru Kisama Nanka ni, Kono Watashi ga...!!"" (恥辱の女騎士「オークの出来そこないである貴様なんかに、この私が……!!」)",2014,5,778,115
v14240,Bishoujo Mangekyou -Katsute Shoujo Datta Kimi e- (美少女万華鏡 -かつて少女だった君へ-),2014,2,628,419
v1425,Take off!,2003,8,658,6
v14259,"Ame Omoi, Kimi Idaku (雨想い、君抱く)",2009,8,650,8
v14262,Hanayome to Maou ~Oushitsu no Harem wa Gekokujou~ (花嫁と魔王 ～王室のハーレムは下克上～),2014,7,722,104
v14264,Golden Marriage (ゴールデンマリッジ),2014,4,735,210
v14265,Hoshi Ori Yume Mirai (星織ユメミライ),2014,5,807,2345
v14266,Gangsta Arcadia ~Hipparcos no Tenshi~ (ギャングスタ・アルカディア ～ヒッパルコスの天使～),2014,6,676,23
v14267,FLOWERS -Le volume sur printemps-,2014,3,753,1274
v14269,Love Sweets,2014,3,669,355
v14270,Endless Dungeon,2014,3,720,61
v1428,Kimi no Naka no Palladium (君の中のパラディアーム),2009,10,709,34
v1429,Spicy Spycy!,2009,4,,2
v1430,Natsuiro Penguin (夏いろペンギン),2009,11,704,16
v14303,Shoujo-tachi wa Kouya o Mezasu (少女たちは荒野を目指す),2015,10,691,66
v1431,Natsuiro Sagittarius (夏色さじたりうす),2009,4,698,13
v1432,Tsukumono ~Yadorigi Romance~ (つくもの ～やどりぎロマンス～),2009,5,687,10
v14321,Kanojo ga Ore ni Kureta Mono. Ore ga Kanojo ni Ageru Mono. ~KISS My Darling:Mecha-con case3~ (彼女が俺にくれたもの。俺が彼女にあげるもの。～KISS My Darling:めちゃ婚case3～),2014,9,752,90
v14325,Kenseiki Alpha Ride (剣聖機 アルファライド),2015,9,688,52
v1433,Seiken no Fairies (聖剣のフェアリース),2009,2,674,31
v1434,Doki Doki Oyako Lesson ~Oshiete ♪ H na Obenkyou~ (ドキドキ母娘レッスン ～教えて♪Hなお勉強～),2006,4,716,207
v14340,Heart no Kuni no Alice ~Wonderful Twin World~ (ハートの国のアリス ～Wonderful Twin World～),2014,5,691,14
v14344,Happy Sister Utopia!,2014,4,594,6
v14345,Tokimeki Restaurant ☆☆☆ (ときめきレストラン☆☆☆),2013,3,754,18
v14365,Bishoujo Mangekyou -Kami ga Tsukuritamouta Shoujo-tachi- (美少女万華鏡 -神が造りたもうた少女たち-),2015,3,773,563
v1437,Koichu! ~Koi ni Koisuru Kataomoi~ (こいちゅ！～恋に恋するかたおもい～),2006,7,613,11
v14381,Namaiki na Imouto no Shitsukekata (生意気な妹の調教法),2013,12,542,13
v14415,Norn9 ~Norn + Nonette~ Last Era,2015,4,757,51
v14423,Toukyou ♪ Ochin☆pia! (桃郷♪オチン☆ピア！),2014,2,598,14
v14427,Sono Hanabira ni Kuchizuke o: Tenshi-tachi no Yakusoku (その花びらにくちづけを　天使たちの約束),2014,3,706,59
v1445,Aster,2007,11,768,78
v1446,Se.Kirara (Se・きらら),2010,3,666,29
v1447,Miraroma ~Miracle Romance Strawberry Scramble~ (みらろま ~Miracle Romance Strawberry Scramble~),2005,11,686,20
v1448,Cheerfull! (チアフル!),2006,10,622,12
v14480,Yume Nikki ~Tooi Sora no Shita de~ (yume nikki ～遠い空の下で～),2000,12,,4
v14484,Tsubasa no Uta (つばさのうた),2003,10,,1
v1450,"Koko Yori, Haruka -Surrounded Sea in the World- (ここより、はるか - Surrounded sea in the world -)",2009,2,703,16
v14520,Re;Lord ~Herford no Majo to Nuigurumi~ (Re;Lord ～ヘルフォルトの魔女とぬいぐるみ～),2014,5,676,418
v14521,Märtopia (メルトピア),2014,6,656,16
v14522,Kuro no Kyoushitsu (黒の教室),2014,4,775,139
v14523,Mayoeru Futari to Sekai no Subete (迷える2人とセカイのすべて),2014,9,721,99
v14534,Soukai Buccaneers! (爽海バッカニアーズ!),2014,7,628,9
v14536,Harem Tengoku da to Omottara Yandere Jigoku Datta. (ハーレム天国だと思ったらヤンデレ地獄だった。),2014,4,718,33
v14547,Ikenai Kozukuri ~Shin'yuu no Okaa-san ni Tanetsuke Shimakuru Isshuukan~ (いけない子作り ～親友のお母さんに種付けしまくる1週間～),2014,3,696,65
v14548,Tropical Vacation (トロピカルVACATION),2014,9,679,44
v1455,Folklore Jam,2003,10,687,33
v14555,Pretty Candead! (ぷりてぃCANDEAD!),2003,5,,0
v1456,Mama Love (ままらぶ),2004,10,727,40
v1457,Mugen Kairou 1.5 ~Rensa~ (夢幻廻廊1.5 ～連鎖～),2009,2,569,38
v1458,Mugen Kairou 2 ~Rasen~ (夢幻廻廊2 ～螺旋～),2009,5,686,53
v14582,Capsule Maid Alice (カプセルメイドありす),2002,1,,0
v14586,Soukoku no Tsuki ~Aoku Kagayaku Tsuki no Yoru ni...~ (蒼刻の月～蒼ク輝ク月ノ夜ニ・・・～),2002,7,,0
v14590,Ichou no Mau Koro (いちょうの舞う頃),1998,10,,3
v14593,"Shukubo no Uzuki ~Hitozuma, Miboujin no Ureta Karada to Amai Toiki~ (淑母の疼き ～人妻、未亡人の熟れた身体と甘い吐息～)",2014,5,720,84
v14595,Scramble Lovers (スクランブル・ラバーズ),2014,6,687,61
v1460,MinDeaD BlooD ~Mayu to Mana no Yuketsubako~ (MinDeaD BlooD ～麻由と麻奈の輸血箱～),2004,10,699,68
v1461,Hare Hare Harem (晴れハレはーれむ),2008,6,658,27
v14611,Oshirikko Venus 2 (お尻っ娘ヴィーナス２),2014,5,728,42
v14614,Chou Saiminjutsu Gakuen (超催眠術学園),2014,5,675,58
v1462,North Wind,2004,9,697,6
v14627,Cosplay Ecchi ~Layer Kana no Yuuutsu~ (こすぷれえっち ～レイヤー香奈の憂欝～),2014,5,675,36
v14637,Simoun Ibara Sensou ~Fuuin no Ri Maajon~ (シムーン 異薔薇戦争〜封印のリ·マージョン〜),2007,6,,0
v1464,Zettai ★ Imouto Shijou Shugi!! (絶対★妹至上主義！！),2007,1,651,30
v14649,DIABOLIK LOVERS DARK FATE,2015,2,707,46
v1465,Kichiku Megane R Kichiku Megane Fan Disc (鬼畜眼鏡R 鬼畜眼鏡ファンディス),2009,3,772,60
v14652,MARGINAL#4 IDOL OF SUPERNOVA,2014,11,669,22
v1466,Sakura Musubi (さくらむすび),2005,8,742,22
v1467,Time Hollow ~Ubawareta Kako o Motomete~ (Time Hollow ～奪われた過去を求めて～),2008,3,677,617
v1468,Fuwari Complex (ふわりコンプレックス),2009,2,596,15
v1469,Maria ~Tenshi no Kiss to Akuma no Hanayome~ (Maria～天使のキスと悪魔の花嫁～),2008,1,,4
v14700,Photograph Journey,2014,8,636,28
v14706,Date A Live: Arusu Install (デート・ア・ライブ　或守インストール),2014,6,719,250
v1472,Colorful Kiss ~12 ko no Mune Kyun!~ (カラフルキッス ～12コの胸キュン！～),2003,3,653,6
v1473,Colorful Heart ~12 ko no Kyururun♪~ (カラフルハート ～12コのきゅるるん♪～),2004,1,,4
v1474,Hoshizora no Memoria -Wish Upon a Shooting Star- (星空のメモリア-Wish upon a shooting star-),2009,2,780,5284
v1475,Primary ~Magical★Trouble★Scramble~,2009,6,689,44
v14759,Ayakashi Gohan (あやかしごはん),2014,8,807,378
v14760,Semiramis no Tenbin (セミラミスの天秤),2014,4,727,77
v14761,Harvest OverRay (ハーヴェストオーバーレイ),2014,5,766,121
v14763,Love Revenge (恋愛リベンジ),2014,6,640,65
v14768,Koi Doki (恋DOKi),2014,5,683,21
v1477,Natsuiro ☆ Communication ♪ (夏色☆こみゅにけ～しょん♪),2003,11,702,13
v14777,Kozukuri Shiyou yo Souma-kun ~Ecchi na Ko Demo Ii Desu ka?~ (子作りしようよ ソーマくん ～えっちな娘でもいいですか？～),2014,4,665,19
v1478,Twinkle ☆ Crusaders - Miracle Disc (ティンクル☆くるせいだーす ミラクルディスク),2008,12,727,30
v14787,Binary Star,2014,9,752,39
v14791,Princess Material (プリンセスマテリアル),2014,10,631,17
v14797,Out Vegetables (アウトベジタブルズ),2014,5,696,43
v14805,Chiccha Love Apaato (ちっちゃらぶアパート),2014,5,715,101
v14810,Clover Toshokan no Juunin-tachi (クローバー図書館の住人たち),2014,9,665,15
v14811,Majo'ou (魔女王),2014,7,576,14
v14812,"Kono Oozora ni, Tsubasa o Hirogete: snow presents (この大空に、翼をひろげて snow presents)",2014,7,737,125
v14813,RE:VICE[D],2014,7,697,33
v1483,"Kitto, Sumiwataru Asairo Yori mo, (きっと、澄みわたる朝色よりも、)",2009,5,829,407
v14838,"Doushite, Sonna ni Kuroi Kami ga Suki na no? (どうして、そんなに黒い髪が好きなの？)",2014,9,758,63
v14843,Ryoujoku Konbini ~Tenchou Yamete Kudasai~ (凌辱コンビニ ～店長やめて下さい～),2002,9,,0
v14859,Niina-chan Lovely Life (にいなちゃん Lovely Life),2014,5,662,29
v14869,Prince of Stride (プリンス・オブ・ストライド),2015,7,711,23
v1487,"Oni Uta. ~Oni ga Kitarite, Amaesasero to Notamouta.~ (鬼うた。 ～鬼が来たりて、甘えさせろとのたもうた。～)",2009,5,655,66
v14870,Tenshi no Kakera -the lost article of memory- (てんしのかけら the lost article of memory),2003,10,,3
v14871,Mizu no Kakera -once summer of islet- (みずのかけら -once summer of islet-),2002,8,,2
v14872,Kakera Fandisc (かけらふぁんでぃすく),2003,12,,3
v14873,Sorairo no Shizuku (そらいろの雫),2004,12,,2
v14875,Heart ni Hi o Tsukete... (ハートに火をつけて…),1999,10,,4
v14886,Hare Nochi Kitto Nanohana Biyori (晴のちきっと菜の花びより),2014,7,749,234
v14887,PRIMAL×HEARTS,2014,7,741,1081
v14888,Yakimochi Stream (ヤキモチストリーム),2014,7,723,157
v14889,G.I.B. Girls in Black (G.I.B. ガールズ・イン・ブラック),2014,6,718,52
v1489,Boy Meets Girl (ボーイミーツガール),2005,12,690,13
v14890,Himawari!! -Anata Dake o Mitsumeteru- (ひまわり!! -あなただけを見つめてる-),2014,5,736,53
v14891,Mousou Complete! (妄想コンプリート！),2015,2,622,37
v14892,Himegoto Union Motto H! (ひめごとユニオン もーっとH！),2014,5,737,28
v14893,Gigai no Alruna (偽骸のアルルーナ),2014,6,680,25
v14895,Fraternite (フラテルニテ),2014,6,652,281
v14896,Harukaze Sensation! (春風センセーション！),2014,7,739,92
v149,Kango Shichau zo 2 ~Joshi Ryou wa Moeteiru ka~ (看護しちゃうぞ２　～女子寮は萌えているか～),2002,4,581,269
v14905,Kagami no Kuni no Ohime-sama ga Gakuen Seikatsu to Koi o Hajimemashita (鏡の国のお姫様が学園生活と恋を始めました),2014,6,655,16
v14908,Code: Realize ~Sousei no Himegimi~ (Code:Realize ～創世の姫君～),2014,11,814,949
v14909,Juusei to Diamond (銃声とダイヤモンド),2009,6,753,16
v1491,"Trample on ""Schatten!!"" ~Kagefumi no Uta~ (Trample on ""Schatten!!"" ～かげふみのうた～)",2009,1,686,252
v14910,Schwarzesmarken (シュヴァルツェスマーケン),2015,11,846,183
v14911,Mermaid Gothic (マーメイド・ゴシック),2014,11,695,16
v14916,Four Card,2001,2,,0
v14917,Senjou no Waltz (戦場の円舞曲),2014,11,647,26
v14919,Reine des Fleurs (レンドフルール),2015,8,672,59
v1492,"Sekai o Seifuku Suru Tame no, 3tsu no Houhou (世界を征服するための、３つの方法)",2009,3,703,62
v14922,Dasaku (駄作),2014,11,622,208
v14924,Hakoniwa Logic (箱庭ロジック),2014,10,704,193
v14926,Himawari to Koi no Kioku (ヒマワリと恋の記憶),2014,12,731,64
v14927,"Keiyaku Kanojo ~Shinmai Kanojo to Hajimeru, Tottemo H de Pure na Ren'ai Lesson~ (契約彼女～新米彼女と始める、とってもHでPureな恋愛レッスン～)",2014,8,659,29
v14961,Neko Masshigura ~Nekomimi Café ni Youkoso~ (ねこまっしぐら ～ねこみみカフェにようこそ～),2014,7,713,33
v14964,Gakuen Caste ~Youmuin Gesuyama no Gyakuten Shihai Seikatsu~ (学園カースト ～用務員下衆山の逆転支配生活～),2014,6,651,43
v14969,Usotsuki Nallet no Yasashii Ansatsusha (嘘つきナレットの優しい暗殺者),2011,7,,4
v14973,Idol Mahou Shoujo Chiruchiru ☆ Michiru (アイドル魔法少女ちるちる☆みちる),2014,7,700,667
v1498,Canary ~Kono Omoi o Uta ni Nosete~ (カナリア ～この想いを歌に乗せて～),2000,7,691,7
v1499,Hooligan (フーリガン),2001,11,594,5
v150,Kango Shichau zo 3 ~Kangofu-san wa Amaenbo~ (看護しちゃうぞ３～看護婦さんは甘えんぼ～),2004,7,722,15
v1500,Horizon no Ue ~Yogen no Sho~ (ホリゾーンの上～預言の書～),2009,4,591,8
v1502,Code Geass ~Hangyaku no Lelouch~ Lost Colors (コードギアス 反逆のルルーシュ　LOST COLORS),2008,3,653,52
v15022,Imouto Chu ~Chu~ (妹ちゅ～ちゅ～),2010,12,581,8
v15023,Kamigami no Asobi InFinite (神々の悪戯 InFinite),2016,4,710,18
v15025,Geten no Hikari wa Subete Hoshi (下天の光はすべて犯人),2002,3,,2
v15027,Level F (レベル-F),2001,9,,1
v15045,Touhou Gakuen Ki: Shippuu no Shou (東方学園記 疾風の章),2011,8,,3
v1505,Seigi no Kyoushitsu (正義の教室),2009,4,611,5
v1506,Lamune (ラムネ),2004,7,733,81
v15061,Ciel Nosurge ~Ushinawareta Hoshi e Sasagu Uta~ (シェルノサージュ〜失われた星へ捧ぐ詩〜),2012,4,760,67
v15062,Ar Nosurge ~Umareizuru Hoshi e Inoru Uta~ (アルノサージュ ～生まれいずる星へ祈る詩～),2014,3,773,158
v15064,Yuki Koi Melt (ゆきこいめると),2014,12,694,597
v15070,Re:Birthday Song ~Koi o Utau Shinigami~ (Re:BIRTHDAY SONG～恋を唄う死神～),2015,1,716,289
v15076,Kakurenbo ~Futari Dake no Himitsu no Jikan~ (隠恋ぼ ～二人だけのヒミツの時間～),2014,6,745,128
v15077,Ano Harewataru Sora yori Takaku (あの晴れわたる空より高く),2014,7,767,633
v1508,NekoNeko Fan Disc 2 (ねこねこファンディスク2),2003,12,671,8
v15080,Hatsuru Koto Naki Mirai Yori (果つることなき未来ヨリ),2015,7,726,395
v1509,Mahjong (麻雀),2004,12,694,10
v15090,Chigimi-chan (ちぎみちゃん),2014,4,603,5
v15096,Hatsujou Karte ~Hiiro no Ryoujoku Niku Omocha~ (発情カルテ ～緋色の凌辱肉玩具～),2000,9,,2
v1510,Sanarara (サナララ),2005,4,769,79
v15104,Kaleidoeve (カレイドイヴ),2015,1,687,10
v15105,Walkure Romanze Re:tell (ワルキューレロマンツェRe:tell),2014,9,788,117
v15106,Hanshoku Kyoushitsu ~Joshikou Harem Nara Nani o Yatte mo Yurusareru!?~ (繁触きょうしつ ～女子校ハーレムなら何をヤっても許される!?～),2014,5,625,11
v15109,Kanojo wa Ecchi de Midara na Hentai (彼女はエッチで淫らなヘンタイ),2014,6,708,54
v15111,Taishou Kitan ~Kotonoha Sakura~ (大正鬼譚 ~言ノ葉櫻~),2014,10,,1
v15115,Shinohana (紫花 -しのはな-),2001,2,,1
v15117,Tricolore (TRICOLORE -トリコロール-),2001,4,,0
v1512,Lux-Pain,2008,3,611,190
v15125,Dai Gyakuten Saiban -Naruhodou Ryuunosuke no Bouken- (大逆転裁判 ‐成歩堂龍ノ介の冒険‐),2015,7,790,1393
v15127,"Aku no Onna Kanbu 2 ""Kisama nado ni Kyouiku Sarete Tamaru ka!"" (悪の女幹部2「キサマなどに教育されてたまるかっ！」)",2014,8,767,90
v1513,Kita e. White Illumination (北へ。White Illumination),1999,3,698,6
v15134,Love Duction! ~Ginga no Ren'ai Guide Book~ (ラブだくしょんっ！～銀河の恋愛ガイドブック～),2014,8,568,103
v15136,Shinigami Shugyou Hajimemashita. (死神修行はじめました。),2005,12,,1
v1514,Kita e. Photo Memories (北へ。Photo Memories),1999,8,,3
v15140,Satomi Hakkenden Hamaji Hime no Ki (里見八犬伝 浜路姫之記),2014,9,,4
v15143,Satsukoi ~Yuukyuu Naru Koi no Uta~ (サツコイ～悠久なる恋の歌～),2014,7,707,204
v15145,Naze ka Kanojo ga Boku ni Ecchi o Sematte Kuru Ken (何故か彼女がボクにエッチを迫ってくる件),2014,8,708,41
v15147,Sekai o Sukuu Dake no Kantan na Oshigoto (世界を救うだけの簡単なお仕事),2014,9,735,81
v1515,Kita e. ~Diamond Dust~ (北へ。～Diamond Dust～),2003,10,,2
v15166,"Dekinai Watashi ga, Kurikaesu. (できない私が、くり返す。)",2014,6,764,279
v1517,Pia♥Carrot e Youkoso!! G.P. (Pia♥キャロットへようこそ!!G.P.),2008,1,639,14
v1518,AGEHA ~EXTRAVAGANZA~,2009,5,539,42
