vndb_id,vn_name,release_year,release_month,rating_bayesian,vn_vote_count
v4542,Wand of Fortune 2 ~Jikuu ni Shizumu Mokushiroku~ (ワンド オブ フォーチュン 2 ～時空に沈む黙示録～),2011,9,733,36
v45457,Shinshoku (侵蝕),2023,9,736,62
v4548,Kekkon Marriage (結婚Marriage),1995,12,,0
v45481,Koishi Irodoru Seigiranman (恋し彩る正義爛漫),2023,6,692,23
v4549,Tenchi Muyou! - Ryououki (天地無用! 魎皇鬼),1994,11,,1
v455,Stellula Eques ~Shokuzai no Himekishi~ (ステルラエクエス～贖罪の姫騎士～),2008,4,658,13
v4551,Kidou Keisatsu Patlabor - Griffon Hen (機動警察パトレイバー グリフォン篇),1993,9,,0
v4556,Ginga Ojou-sama Densetsu Yuna (銀河お嬢様伝説ユナ),1992,10,666,23
v45561,Kanata no Ningyo Hime (彼方の人魚姫),2023,7,665,21
v4557,Tenchi Muyou! Toukou Muyou (天地無用！登校無用),1996,9,,0
v4559,Kindaichi Shounen no Jikenbo 3: Seiryuu Densetsu Satsujin Jiken (金田一少年の事件簿 3:青龍伝説殺人事件),1999,8,,2
v456,Osananajimi to Ama~ku Ecchi ni Sugosu Houhou (幼なじみと甘～くエッチに過ごす方法),2007,2,714,27
v4560,Can Can Bunny Extra (きゃんきゃんバニー　エクストラ),1993,6,692,6
v4561,Ao no 6-gou Saigetsu Fumahito -Time and Tide- (青の6号 歳月不待人 -TIME AND TIDE-),2000,12,,1
v4563,Love Hina - Smile Again (ラブひな スマイル・アゲイン),2001,3,637,5
v4564,Love Hina: Totsuzen no Engage Happening (ラブひな 突然のエンゲージ・ハプニング),2000,9,680,5
v4569,Houma Hunter Lime Dai 01 Wa (宝魔ハンターライム 第０１話),1993,6,647,8
v4576,Suku x Suku (スク×スク),2004,4,,2
v4577,Sweet Pleasure,2000,9,,2
v458,August Fan Box (オーガストファンBOX),2004,8,623,8
v4582,Hanamaru! (はなマルッ！),2004,5,645,12
v4583,Hanamaru! 2 (はなマルッ！2),2008,7,596,15
v4585,Anata o Yurusanai (アナタヲユルサナイ),2007,11,,2
v45894,DesperaDrops,2023,11,,4
v459,Mahou wa Ameiro? (魔法はあめいろ？),2004,12,618,6
v4595,Houkago no Love Beat (放課後のLove Beat),2004,6,,1
v45954,Itsu made mo Mama to Issho! ~Yuuwaku Mama no Oppai ni Amaete Ippai Shasei Shitai!~ (いつまでもママといっしょ！～誘惑ママのおっぱいに甘えていっぱい射精したい！～),2023,10,748,44
v4597,STORM LOVER,2010,8,705,185
v4599,Zettai ★ Imouto Genri Shugi!! (絶対★妹原理主義!!),2010,9,697,72
v4600,Nessa no Rakuen (熱砂ノ楽園),2010,8,621,77
v4602,Uta no☆Prince-sama♪ (うたの☆プリンスさまっ♪),2010,6,724,134
v461,Mainichi Suki Shite (まいにち好きして),2003,10,,3
v4611,Kin no Hitomi * Gin no Hitomi (金の瞳＊銀の瞳),2002,4,,0
v46116,D.C.5 ~Da Capo 5~ Future Link (D.C.5 Future Link ～ダ・カーポ5～ フューチャーリンク),2024,1,781,13
v4614,Shinsetsu Ryouki no Ori (真説 猟奇の檻),2004,12,746,29
v4615,Tutorial Summer (チュートリアルサマー),2005,10,592,10
v4616,Sakimidare (咲き乱れ),2007,12,642,11
v4618,Ranma 1/2 - Byakuran Aika (らんま１/２　白蘭愛歌),1993,4,,1
v4619,Ranma 1/2 - Toraware no Hanayome (らんま１/２　とらわれの花嫁),1991,12,,1
v462,One and Only,2002,12,,0
v46239,Ouka no Ki Inahara Ruka wa Nanafushigi Akazuno Bushitsu Tokiakasu (桜花の季 稲荷原流香は 七不思議 あかずの部室 解き明かす),2023,7,,1
v4625,"Samayoi Inmu Kousha ~Konna H na Jugyou, Arienai!~ (サマヨイ淫夢校舎～こんなHな授業、ありえないっ！～)",2010,7,613,5
v4626,Ano Ko no Shojo wa Ore no Mono -Renkinjutsu de Ano Ko no Shikyuu ni Seieki Chuunyuu♪- (あの娘の処女は俺のもの ―錬金術であの娘の子宮に精液注入♪―),2010,7,571,6
v4631,Famires Senshi Pudding (ファミレス戦士プリン),2004,4,,4
v4633,Armen Noir (アーメン・ノワール),2010,12,668,33
v4634,Yakimochi Twin Bell (やきもちツインベル),2004,10,664,5
v4635,Kikou Shoujo Tai Girls Force (機甲少女隊ガールズフォース),2004,2,,2
v4637,Tsuma to Mama to Boin (妻とママとボイン),2006,4,726,95
v464,Ashita Deatta Shoujo (あした出逢った少女),2003,5,708,26
v4649,Angel Graffiti  ~Anata e no Profile~ (エンジェルグラフィティ ～あなたへのプロフィール～),1996,7,,0
v465,"Imouto Watashi, Donna Koto Datte... (妹 わたし、どんなことだって…)",2003,11,620,5
v46504,"Yama no Susume: Next Summit ~Ano Yama ni, Mou Ichido~ (ヤマノススメ Next Summit ～あの山に、もう一度～)",2023,12,,1
v4652,Shukusai no Campanella! (祝祭のカンパネラ！),2010,10,746,41
v46543,everlasting flowers,2024,6,,0
v466,"Doko e Iku no, Ano Hi (何処へ行くの、あの日)",2004,6,710,41
v4665,Nangoku Aventure (南国あばんちゅ～る),2001,9,,3
v46683,Overnight Tea (オーバーナイトティ),2022,2,,0
v467,Clear,2007,8,689,29
v4670,Omochabako no Kuni no Alice ~Wonderful Wonder World~ (おもちゃ箱の国のアリス～ Wonderful Wonder World ～),2011,12,671,15
v4671,Okashi na Shima no Peter Pan ~Sweet Never Land~ (お菓子な島のピーターパン ～Sweet Never Land～),2011,10,642,23
v46744,Little Princess GO! (リトルプリンセスGO!),2023,10,739,18
v4675,Mahou Tenshi Misaki 2 (魔法天使ミサキ2),2006,10,,3
v4676,Megami Ryoujoku ~Kangyakusen Otome Brynhildr~ (女神凌辱～姦虐戦乙女ブリュンヒルド～),2009,2,630,8
v4677,Megami Ryoujoku ~Rankou Kariudo Urd~ (女神凌辱～乱交狩人ウルド～),2009,3,678,10
v4681,Sister Princess (シスター・プリンセス),2001,3,671,11
v4682,Sister Princess 2 (シスター・プリンセス2),2003,3,600,8
v4683,Sister Princess 2 Premium Fan Disc,2003,11,663,5
v4685,Futakoi (双恋),2004,12,603,5
v4686,Futakoi Alternative: Koi to Shoujo to Machinegun (フタコイオルタナティブ　恋と少女とマシンガン),2005,6,,3
v4687,Futakoijima ~Koi to Mizugi no Survival~ (双恋島 〜恋と水着のサバイバル〜),2005,8,,3
v4688,Shakugan no Shana (灼眼のシャナ),2006,3,680,22
v4691,Lust ~Saiin Joutai~ (LUST～催淫常態～),2005,3,626,6
v4693,Pastel Chime -Koi no Skill Up- (ぱすてるチャイム－恋のスキルアップ－),1998,11,638,18
v4697,Puri Saga! (ぷりサガ！),2006,7,714,7
v4699,Ookami to Koushinryou - Umi o Wataru Kaze (狼と香辛料 海を渡る風),2009,9,706,11
v4700,Dear Girl ~Stories~ Hibiki: Hibiki Tokkun Daisakusen! (Dear Girl~Stories~ 響 響特訓大作戦！),2009,12,706,13
v47009,Matsurika no Kei -kEi- Tenmeiin Iden (マツリカの炯-kEi- 天命胤異伝),2024,2,691,37
v47010,Mistonia no Kibou -The Lost Delight- (ミストニアの翅望 -The Lost Delight-),2024,6,,0
v47011,Trouble Magia ~Wakeari Shoujo wa Mirai o Kachitoru Tame ni Ikoku no Mahou Gakkou e Ryuugaku Shimasu~ (トラブル・マギア ～訳アリ少女は未来を勝ち取るために異国の魔法学校へ留学します～),2024,9,,0
v47012,Moeyo! Otome Doushi ~Kayuu Koigatari~ (燃えよ！ 乙女道士 ～華遊恋語～),2024,9,631,14
v4704,Natural2 -DUO-,2000,5,706,8
v4705,First Kiss☆Story (ファーストＫｉｓｓ☆物語),1998,4,654,5
v47056,Seifuku Kanojo (制服カノジョ),2023,12,675,30
v4706,First Kiss☆Story II ~Anata ga Iru Kara~ (ファーストKiss☆物語II 〜あなたがいるから〜),2002,8,,3
v4707,Soukou Akki Muramasa: Janen Hen (装甲悪鬼村正 邪念編),2010,8,683,204
v4708,Fushigi Yuugi Suzaku Ibun (ふしぎ遊戯 朱雀異聞),2008,5,,3
v471,Reconquista (レコンキスタ),2007,5,742,48
v47110,Yuunagi-sou no S-kyuu no Kanojo-tachi 2 (夕凪荘のＳ級の彼女たち 2),2023,11,767,22
v47136,Yukinoshita Hotaru no Koharubiyori ～Onee-chan to no Himitsu Dousei～ (幸乃下蛍の恋青日和 ～お義姉ちゃんとの秘密同棲～),2023,10,647,8
v4714,Hatsukoi Monogatari (初恋物語),1993,3,,0
v47155,"Boku no Suki na Hito no Suki na Hito wa, Josou Shita Boku Deshita (僕の好きな人の好きな人は、女装した僕でした)",2023,12,707,19
v47175,Select Oblige (セレクトオブリージュ),2024,1,,0
v47177,Moratorium ~Blue Hour Shiawase no Jikan~ (モラトリアム ～ブルーアワー幸せの時間～),2023,12,,2
v4719,Scared Rider Xechs (スカーレッドライダーゼクス),2010,7,656,22
v47191,Mizuchi no Miko (蛟の巫女),2024,9,,0
v472,Reitetsu Reisei Shikashite XXX!! (冷徹冷静しかして×××！！),2008,2,581,11
v4729,Mamono Hunter Youko - Makai Kara no Tenkousei (魔物ハンター　妖子　魔界からの転校生),1992,3,,0
v473,H2O -FOOTPRINTS IN THE SAND-,2006,6,735,308
v47340,GEARS of DRAGOON 3 ~Ryuukoku no Regalia~ (GEARS of DRAGOON 3 ～竜刻のレガリア～),2024,3,,0
v474,Relict ~Toki no Wasuremono~ (Relict～トキの忘れもの～),2004,10,,2
v4740,Hapihosu! ~Osewasaremasu Nyuuin Seikatsu~ (はぴほす! ～お世話されます入院生活～),2008,5,655,5
v4741,Hobo-san to Issho! ~Futago to Dekirumon!~ (保母さんといっしょっ！～双子とできるもん！～),2003,11,698,7
v4742,Hyouka no Gen'ya -Eternal Waltz- (氷花ノ幻夜-Eternal Waltz-),2008,4,,0
v47458,Hajimeru Sekai no Risouron -goodbye world index- (はじめるセカイの理想論 -goodbye world index-),2023,12,,0
v475,Relict2 ~Episode Moon~ (Relict2～エピソード・ムーン～),2006,4,,4
v4750,Natsu no Hitoshizuku (夏のひとしずく),2004,10,692,7
v4752,Kidou Houshinki (鬼道封神記),2006,5,621,6
v47546,Hanaemu Kare to & bloom (花笑む彼と & bloom),2024,8,,0
v47547,Unravel trigger (アンラベル・トリガー),2024,1,,0
v47551,Amanatsu+ (アマナツ＋),2024,8,,0
v47553,Toshiue Kanojo (年上彼女),2024,11,,0
v47555,Maid-san no Iru Kurashi S (メイドさんのいる暮らしS),2024,1,,0
v4757,Aishite Nightingale (愛してナイチンゲール),2003,8,,4
v4763,Ryoujoku Seifuku Jogakuen ~Chimitsu ni Nureta Seifuku~ (凌辱制服女学園～恥蜜に濡れた制服～),2003,8,643,7
v4764,Samurai Jupiter (侍ジュピター),2005,3,,4
v47645,Kyonyuu Onaho Youkai to Inaka Life mo H mo Mankitsu Seikatsu (巨乳オナホ妖怪と田舎ライフもHも満喫生活),2023,12,666,8
v47676,Icha x2 Study Yuno ~Dear Future~ (イチャ×2スタディ 由乃 ~Dear Future~),2024,3,,0
v477,boin,2004,9,747,66
v4770,Last Order (ラストオーダー),2003,12,,3
v4772,Tokusou Tenshi Shellsaver (特捜天使シェルセイバー),2005,4,,2
v4783,Kazama Mana (風間 愛),2006,11,685,13
v47880,Setsuna ni Kakeru Koi Hanabi (刹那にかける恋はなび),2023,12,,0
v479,Otome Crisis (オトメクライシス),2008,3,682,42
v4791,Lost M,2004,10,655,18
v47955,Kagura Souseiki -Kuon- (神楽創世記-久遠-),2024,1,,4
v47956,Koi ni wa Amae ga Hitsuyou Desu MiniFanDisc (恋にはあまえが必要です MiniFanDisc),2024,1,705,10
v47957,Futamata Yarou to Papakatsu Shimai (二股野郎とパパ活姉妹),2024,2,,0
v4799,Inhou no Seijo ~The Nuns of Sexualministrant~ (淫奉の聖女 The Nuns of Sexualministrant),2004,7,661,8
v480,Fantasical (ファンタジカル),2008,3,,4
v4800,Tsukuyomi ~Marebito no Uta~ (ツクヨミ～稀人の唄～),2001,10,,0
v4804,Kuro Yori mo Kurai Ao (黒よりも昏い青),2004,7,,2
v4806,Noble ☆ Works (のーぶる☆わーくす),2010,11,729,3175
v481,Sakura Sakura (さくらさくら),2008,6,715,557
v4810,Seal Princess ~Ohime-sama wa Fuuinchuu~ (シールプリンセス～お姫様は封印中～),2004,12,,3
v4811,Sakura Sakura Festival! (さくらさくら FESTIVAL！),2013,4,720,23
v48125,Otome Sekai no Arukikata (オトメ世界の歩き方),2024,5,,0
v482,Tri☆Stars (とらい☆すたーず),2008,2,633,6
v4822,Ouka Sengoku! ~Nobunaga-chan no Koishite Yabou!?~ (桜花センゴク!～信長ちゃんの恋して野望!?～),2010,8,758,53
v48223,"Yandere Suki ga Oshi ni Shuuchakusareru, Akuyaku Reijou ni Tenshou Dekita no ni, Program ni Katemasen!! (ヤンデレ好きが推しに執着される、悪役令嬢に転生できたのに、プログラムに勝てません！！)",2023,8,,2
v4823,Majo no Shokuzai (魔女の贖罪),2004,4,691,24
v4825,Mugyu~tto! Pet Maid (ムギュ～っと！ ペットめいど),2003,4,634,6
v48291,Gozen 4-ji no Manimani -Nisemono World's End- (午前４時のまにまに -偽物ワールズエンド-),2023,12,706,5
v483,Wiz Anniversary (ウィズ アニバーサリィー),2006,4,722,47
v4831,Mainichi Kedamono!! Love Ero☆Momoiro☆School Life♪ (毎日けだものっ!! らぶえろ☆ももいろ☆すくーるらいふ♪),2008,7,683,33
v48318,Hookah Haze,2024,1,,0
v4832,Sacred Ground (セイクリッドグラウンド),2008,3,676,9
v4834,Yami no Kanata (ヤミノカナタ),2006,7,664,6
v4837,Seinarukana Gaiden - Seirei Tenshou ~Crystal Friends~ (聖なるかな外伝・精霊天翔 ～Crystal Friends～),2010,10,697,21
v484,Leku Tandoor Senki Revolution ~Monshou no Kioku~ (レクタンドール戦記　レヴォラシオン～紋章の記憶～),2006,10,625,8
v4840,Nyuukan Nurse! (乳感ナースっ！),2004,1,641,9
v48419,Koakuma-chan no Yuuwaku! (こあくまちゃんの誘惑っ！),2023,12,664,19
v4842,Joku Ana (辱アナ),2006,6,701,5
v48420,LOVEPICAL-POPPY! (ラブピカルポッピー！),2024,4,,0
v4843,Monograph ~Tooi Yakusoku~ (モノグラフ～遠い約束～),2003,7,,1
v4844,Reimei no Lavendura (黎明のラヴェンデュラ),2005,6,,3
v4846,Silent Half,2004,2,,4
v4847,Sister Sister ~Koi no Heartful Panic~ (シスターシスター ～恋のハートフルパニック～),2004,9,,4
v4848,A.G.II.D.C. ~RPG Gakuen 2.0 Circus Shijou Saidai no Kiki!?~ (A.G.II.D.C.　～あるぴじ学園2.0　サーカス史上最大の危機！？～),2011,5,665,25
v485,Riding Incubus (らいでぃんぐ いんきゅばす),2007,9,610,6
v48502,Mushitsuki (ムシツキ),2006,8,,0
v48503,Shinigami Kitan (死神奇譚),2008,12,,0
v4851,Kisaragi Gold ★ Star (キサラギGOLD★STAR),2010,9,731,171
v4854,Nanase Ren (七瀬 恋),2005,5,710,16
v4855,Yuugen Gaisha London☆Star ~Koi no Double Click~ (有限会社ロンドン☆スター ～恋のだぶるくりっく～),2000,3,,4
v4857,Oppai Sensou - Kyonyuu VS Hinnyuu - (おっぱい戦争 -巨乳VS貧乳-),2010,8,571,1063
v4859,High School Terra Story (ハイスクールテラストーリー),1997,5,560,8
v48594,Mama Haha wa Musuko o Aishiteru! ~Okaa-san ni Amaete Ii no yo...Rinko Mama no Ecchi na Osewa Jijou~ (ママハハは息子を愛してる！ ～お母さんに甘えていいのよ…倫子ママのエッチなお世話事情～),2024,3,711,50
v486,Scramble Heart,2007,5,,3
v4860,Shinsetsu Ryouki no Ori Dai 2 Shou (真説 猟奇の檻 第2章),2009,5,695,22
v4861,Dere Suku (でれスク),2010,8,559,19
v48650,Sky Chord (スカイコード),2024,5,,0
v4868,Ore no Tsure wa Hito de Nashi (俺の彼女はヒトでなし),2010,10,723,59
v487,Sengoku Rance (戦国ランス),2006,12,833,5108
v4872,Arishi Hi no Uta (在りし日の歌),2003,11,,3
v488,Senjou de Shoujo wa Kokoro o Sagasu (戦場デ少女ハ心ヲサガス),2007,6,644,6
v4880,Ushinawareta Mirai o Motomete (失われた未来を求めて),2010,10,710,601
v4882,Tsuki no Mori (月の守),2003,3,,1
v4883,Shoukoujo (少交女),2010,11,729,108
v4884,My☆Sister ~Sweet Gemini~ (妹☆妹～Sweet Gemini～),1999,12,590,5
v4885,Orange Memories,2010,9,698,32
v4886,Chu x Chu Idol 2 -Melodies x Memories- (Chu×Chuアイドる2 -melodies×memories-),2010,10,735,34
v489,Senjou de Shoujo wa Karada o Kakeru (戦場デ少女ハ躰ヲカケル),2006,3,651,5
v4893,Lovekami (恋神 -ラブカミ-),2010,8,707,53
v4894,Nanairo Kouro (なないろ航路),2010,10,666,33
v48959,Ouju no Shima (鏖呪ノ嶼),2024,5,,0
v4896,Hitonatsu no (ひとなつの),2014,1,646,16
v490,Sentinel (センチネル),2006,11,732,18
v4906,Akatoki! -Yume Koso Masare Koi no Mahou- (あかときっ！ -夢こそまされ恋の魔砲-),2010,12,733,77
v49061,Melty Amethyst,2024,1,530,11
v4907,Crayon Tulip ~Chidori to Koruri no Yuuwaku Jugyou~ (くれよんちゅーりっぷ ～ちどりとこるりの誘惑授業～),2010,10,653,34
v4908,Sacred†Vampire -Sacred Vampire- (Sacred†Vampire-セイクリッドヴァンパイア-),2010,10,654,28
v4909,Nekonade Distortion (猫撫ディストーション),2010,12,670,108
v491,Xross Scramble,2007,3,719,80
v4910,Soukyuu no Soleil ~Fullmetal Eyes~ (蒼穹のソレイユ～FULLMETAL EYES～),2011,2,705,33
v4915,Paimega (ぱいめが),2005,6,,3
v4918,Luckydog1+bad egg (ラッキードッグ１+bad egg),2018,12,824,35
v492,Shuumatsu Shoujo Gensou Alicematic (終末少女幻想アリスマチック),2006,8,759,54
v49227,Koibana Ren'ai - Mini Fandisk -  After Festival (コイバナ恋愛 ミニファンディスク アフターフェスティバル),2024,3,,0
v4923,Suki Da yo! (好きだよっ!),2000,7,,3
v4924,Velvet Echo (ヴェルベットエコー),2001,9,,4
v49261,Putrika 1st.cut (プトリカ 1st.cut),2024,9,,0
v49274,"Shiniyuku Kishi, Isekai ni Hibiku Danmatsuma (死に逝く騎士、異世界に響く断末魔)",2024,4,665,39
v4931,Tetsuwan Gacchu! (鉄腕がっちゅ！),2004,12,,4
v4933,Omakase Doukoukai (おまかせ同好会),2000,7,,0
v4935,Moe Love ~Natsuiro Moegi Ryou~ (MOEラブ～なついろ萌黄寮～),2004,2,671,5
v4936,Shiei no Sona-Nyl ~What a beautiful memories~ (紫影のソナーニル　～What a beautiful memories～),2010,10,826,257
v494,Sapphism no Gensou (サフィズムの舷窓),2001,4,713,34
v4942,Kamikaze ☆ Explorer! (カミカゼ☆エクスプローラー！),2011,4,757,250
v49429,Obey Me! Nightbringer,2023,4,646,12
v49438,Kyousei Shihai (キョウセイ支配),2024,5,,0
v4945,EA Mind,1999,9,,4
v4947,GHQ ~Chihiro Gakuen Ura Gakuensai~ (GHQ～千尋学園裏学園祭～),2002,10,,2
v4949,Shikkaku Ishi (失格医師),2001,12,,4
v49493,Oningyou Yamaa Yumashou Kudanzaka Kaiki Sousho 2 (鬼ン業　山阿誘魔性　九段坂怪奇叢書弐),2024,1,,0
v49512,Kyokkou no Marriage (旭光のマリアージュ),2024,6,,0
v4953,Framing Summer (フレーミングサマー),2010,7,,3
v49567,Hyakusen no Jou ni Kawatareshi Toki (百千の定にかわたれし剋),2024,3,,1
v49600,Honey Vibes,2024,10,731,14
v49601,Fuyuzono Sacrifice (冬園サクリフィス),2025,2,,0
v4962,Magical Teacher Sensei wa Majo? (まじかるティーチャー　先生は魔女？),2006,1,538,311
v4966,Tobikkiri Ruin (とびっきりRUIN),2000,12,,0
v4967,Ren'ai Chu! ~Kanojo no Himitsu wa Otoko no Ko?~ (恋愛CHU！～彼女の秘密はオトコのコ？～),2001,3,,4
v4968,Omae no Natsuyasumi (おまえのなつやすみ),2004,3,,4
v4969,Haa Haa Telepath ~Hajimete na no ni Chou Binkan~ (はぁ・はぁ・テレパス ～はじめてなのに超BINKAN～),2004,1,,1
v4977,Luna Luna! Lunar Lunatic (るな・るな！Lunar Lunatic),2004,8,,3
v4979,Yotsuiro★Passionato! (よついろ★パッショナート！),2010,11,695,28
v4981,Osananajimi wa Daitouryou: My girlfriend is the PRESIDENT. Fandisc (幼なじみは大統領 My girlfriend is the PRESIDENT. ファンディスク),2010,8,680,841
v4984,Ripple ~Blue Seal e Youkoso~ (Ripple～ブルーシールへようこそっ～),2002,4,640,18
v4985,Cafe Sourire,2011,5,721,60
v4988,Mahou no Shoujo Silky Lip ~Sannin no Joou Kouho~ (魔法の少女シルキーリップ～三人の女王候補～),2008,3,618,9
v499,Yoru ga Kuru! -Square of the Moon- (夜が来る！-Square of the MOON-),2001,4,683,14
v49954,Prima Doll: Mumei Tenrei (プリマドール 無名典礼),2024,5,,0
v49985,Nightmare 4.1,2000,7,,0
v5,Little Busters! (リトルバスターズ！),2007,6,862,7769
v50,Fate/hollow ataraxia,2005,10,809,4563
v500,Adult Video King (AVキング),2006,1,755,50
v5000,Root Double -Before Crime * After Days- (ルートダブル -Before Crime * After Days-),2012,3,786,1963
v50072,Yuukoku no Femme Fatale (悠刻のファムファタル),2024,9,,0
v50073,Heroine wa Tomodachi Desu ka? Koibito Desu ka? Soretomo Tomefure Desu ka? W (彼女は友達ですか？　恋人ですか？　それともトメフレですか？　Ｗ),2024,6,752,19
v50081,Tanetsumi no Uta (たねつみの歌),2024,1,,0
v50113,Souten † Koihime -Shigen no Ou- (双天†恋姫‐至源の王‐),2024,9,,0
v50141,"Hitozuma Heaven 2 ~Hanshoku Mansion, Hitozuma no Shikyuu o Kodane de Mitasu~ (人妻天国2 ～繁殖マンション、人妻の子宮を子種で満たす～)",2024,6,660,15
v50153,Secret Love (Kari) (シークレットラブ（仮）),2024,7,,0
v502,Yokubari Saboten (よくばりサボテン),2006,4,674,20
v5020,Please teach! My Angel,2003,8,,4
v5021,Puriimo ~Please teach! My Sister~ (プリいも～Please teach！ My Sister～),2004,1,,1
v503,CROSS FIRE,2006,12,688,9
v5030,Poyopoyo Oppai Summer (ポヨポヨおっぱいさま～),2010,8,679,29
v5036,Vanitas no Hitsuji (ヴァニタスの羊),2011,4,660,28
v5038,Love Bind (ラブ・バインド),2010,8,721,14
v504,Rei-Nana (レイナナ),2006,12,602,6
v50416,Jewelry Knights Arcadia -The ends of the world- (ジュエリー・ナイツ・アルカディア -The ends of the world-),2024,1,,0
v50458,Nee Shiyoo! VS Tsuyokiss (姉しよっ！VS つよきす),2005,12,,1
v505,Mine Fukaki Se ni Tayutau Uta (峰深き瀬にたゆたう唄),2006,8,741,41
v50509,Hoso Macho-kun to Love Love Seyo! (細マッチョクンとらぶらぶせよ！),2023,12,,0
v5051,D→A:BLACK,2003,12,,0
v50520,"Sengoku † Koihime BRAVE Ichi ~Shigoku no Oniwari, Chousokabe Hen~ (戦国†恋姫BRAVE壱 ～四国の鬼若子、長曾我部編～)",2024,8,,0
v50566,Death end re;Quest Code Z,2024,9,,0
v506,Men at Work! 4 ~Hunter-tachi yo Eien ni~ (メンアットワーク！４～ハンター達よ永遠に～),2006,9,665,18
v507,Genrin no Kishougun 2 ~Michibikareshi Tamashii no Keifu~ (幻燐の姫将軍II～導かれし魂の系譜～),2003,12,771,97
v508,Aozora Magiccer!! (あおぞらマジカ！！),2006,12,640,15
v50832,Kira☆Kano (きら☆かの),2024,8,,0
v5084,Yumemigaoka (夢見ヶ丘),2005,9,,4
v5086,Double Mind (だぶるまいんど),2002,12,,4
v5087,Drill Shoujo Yui (ドリル少女ユイ),2004,10,,0
v5088,Fifth (Fifth ～フィフス～),1999,10,666,7
v5089,Fifth -Twin-,2000,8,664,5
v509,D+VINE[LUV],2000,2,647,10
v5091,Happy Planning ~Shiawase no Souwa~ (Happy Planning～しあわせの総和～),2004,3,,1
v5097,Love Negotiator (ラブ・ネゴシエイター),2001,8,639,7
v5098,PINKPANZER,2002,6,667,6
v51,ONE ~Kagayaku Kisetsu e~ (ONE ～輝く季節へ～),1998,5,695,883
v510,Torikago (鳥籠 -TORIKAGO-),2004,2,,4
v5101,Reijoku no Yakata ~Innen Go Shimai Juukanki~ (麗辱の館 ～淫縁五姉妹汁姦記～),2009,2,675,27
v5104,Trouble Fortune Company★Happy Cure (とらぶるふぉうちゅんCOMPANY★はぴCURE),2007,1,,0
v5108,Ren'ai Saimin ~Tsun na Kanojo ga dereru Saimin~ (恋愛催眠～ツンな彼女がデレる催眠～),2010,10,689,44
v5109,Tsukushite Agechau 5 ~Motomeru Otome-tachi~ (尽くしてあげちゃう5～求める乙女たち～),2005,1,657,10
v511,Ina☆Koi! ~Oinari-sama to Motemote no Tatari~ (いな☆こい！～お稲荷さまとモテモテのたたり～),2006,9,696,30
v5110,"Siren Nattara, 2 Byou de Ecchi!? (サイレン鳴ったら、2秒でえっち!?)",2009,3,673,16
v5121,Shaman's Sanctuary -Miko no Seiiki- (しゃーまんず・さんくちゅあり－巫女の聖域－),2010,11,657,21
v5125,Kazegahara Gakuen Spy-bu! (風ヶ原学園スパイ部っ！),2010,11,689,8
v5127,Chou no Doku Hana no Kusari (蝶の毒 華の鎖),2011,5,802,269
v5128,Vampire Sweetie,2012,4,591,39
v51298,Nagaruboshi -a wish star- (流る星 -a wish star-),2024,8,,0
v513,Colorful Aquarium (カラフルアクアリウム),2006,11,608,11
v5139,Natsu☆Natsu (なつ☆なつ),2005,9,,4
v5140,Tsuioku (追憶),2000,7,,2
v5141,Hatenaki Sora (はてなきそら),2004,12,,4
v5142,to...,2003,10,,3
v51437,Mojibake (文字化化),2024,11,822,41
v51452,Harukanaru Nirai Kanai (遥かなるニライカナイ),2024,10,,0
v51459,Onee-chan no Ama Ero Lesson ~Sewayaki Kyonyuu Onee-chan-sensei ni Tappuri Amaeru Mecha Ero School Life~ (お姉ちゃんのあまエロレッスン ～世話焼き巨乳お姉ちゃん先生にたっぷり甘えるめちゃエロすくーるライフ～),2024,9,664,19
v51477,Mugen no Tír na nÓg (夢幻のティル・ナ・ノーグ),2024,12,,0
v515,Cartagra ~Tsuki Kurui no Yamai~ (カルタグラ～ツキ狂イノ病～),2005,4,730,2311
v5151,Sakura no Shippo ~Sakura Tale Fandisc~ (さくらのしっぽ～さくらテイルファンディスク～),2010,11,635,6
v5153,Ore-sama no RagnaRock (俺サマのラグナRock),2010,9,653,46
v5154,Grisaia no Kajitsu -LE FRUIT DE LA GRISAIA- (グリザイアの果実 -LE FRUIT DE LA GRISAIA-),2010,11,837,11358
v5155,Nakadashi Spy no Sounyuu Sousa -Shikyuu no Heiwa wa Ore ga Mamoru!- (中出しスパイの挿入捜査 -子宮の平和は俺が守る!-),2010,10,568,424
v5158,Lyrical! (りりかる!),2010,8,667,16
v516,Shutterchance Love (シャッターチャンス・ラブ),2007,6,640,9
v5162,Futsuu ja nai!! (普通じゃないッ!!),2010,10,689,51
v5163,Tadakano ~Tadashii Kanojo no Tsukurikata~ (ただかの～正しい彼女の作り方～),2010,12,676,24
v5164,Amatsumiyo (天ツ澪),2003,10,,2
v5167,Hikari o... (光を…),2000,3,,4
v5168,Imouto Reshipi <e-moterecipe> (妹れしぴ〈e-moterecipe〉),2004,8,,4
v518,Shitsuraku no Miko (失楽の神女),2002,8,672,5
v519,Dear My Friend,2004,6,694,24
v51922,Lip lipples (リップリップルズ),2024,7,,0
v51923,MOON GHOST (ムーン・ゴースト),2024,10,664,19
v5193,Hare Tokidoki Otenkiame (晴れときどきお天気雨),2011,9,724,43
v51970,Kirai na Karera (嫌いな彼ら),2024,4,,0
v520,Megami Taisen (女神大戦),2007,6,701,10
v5209,With Ribbon,2010,12,721,70
