music_id,music_type,music_name,stat_correct,stat_played,stat_guessed,stat_averageguessms,avg_vote,music_vote_count
1593,Ending,Fates,0,4,2,20000,69.5000000000000000,2
1594,Ending,Yuuwaku no Etude,30,252,120,15329,68.5000000000000000,10
1595,Ending,Dream like stories,3,13,8,11535,50.0000000000000000,1
1596,Ending,Sekai no Hate,0,3,2,20901,,0
1597,Ending,Rinbu～Rondo～,4,13,5,10648,100.0000000000000000,1
1598,Opening,Distorted Pain,894,1758,1494,21118,85.8333333333333333,30
1599,Ending,Toki Hatsuru Yume,304,888,584,15657,83.5000000000000000,20
1600,Opening,"Sora no Iro, Mizu no Iro",5,24,8,10423,,0
1601,Insert,Kibou no Hashi,1,22,12,16109,,0
1602,Ending,Mienai Katachi.,1,7,4,11322,,0
1603,Opening,Hey! Hey! Summer!,8,32,18,10667,,0
1604,Ending,Hokkyokusei,0,4,2,13090,,0
1605,Opening,Ano Sora,0,13,5,21655,,0
1606,Opening,Geki! Teikoku Kagekidan,300,549,372,14775,88.3333333333333333,12
1607,Ending,Hanasaku Otome,25,59,44,11246,52.0000000000000000,1
1608,Opening,Perfect World,0,5,4,13291,,0
1609,Ending,Beautiful Scenery,0,3,1,9333,,0
1610,Insert,Zero no Kiseki,1,7,4,16339,,0
1611,Opening,Kokoro Tokimeki,2,21,6,15231,,0
1612,Opening,(^3^)chu☆Dere☆Rhapsody,39,151,87,13758,,0
1613,Insert,Moshimo Yurusarerunara,3,19,8,5539,70.0000000000000000,2
1614,Insert,Aoki Tsuki ni,3,23,10,4448,,0
1615,Insert,Ooki na Oribon,0,5,1,13549,,0
1616,Insert,Sekai wa Fushigi ni Afureteru,2,40,10,14063,,0
1617,Insert,Kaze ni Nosete,2,23,12,12579,,0
1618,Insert,"Susume, Watashi!",1,13,5,16216,,0
1619,Opening,Trace~Hibikiaeru Basho,5,23,14,12529,,0
1620,Insert,Kujira no Kuni no Ohimesama,3,16,8,8292,,0
1621,Ending,ETERNAL MELODY Katariau Tame ni,2,14,6,4325,,0
1622,Opening,Atashirashiku!,0,4,2,6018,52.0000000000000000,2
1624,Ending,Toppinparainopuu,0,3,1,15000,,0
1625,Opening,Sweetest,5,23,12,6155,60.0000000000000000,2
1626,Ending,Soba ni Iru yo,2,22,15,12320,50.0000000000000000,1
1627,Insert,cotton candy,16,98,28,10701,60.0000000000000000,6
1628,Insert,Rainbow,6,54,28,14929,20.0000000000000000,2
1629,Insert,Tsubomi,48,152,92,16583,40.0000000000000000,10
1630,Opening,Kono Koe ga Todaitara,7,36,28,9557,60.0000000000000000,2
1631,Ending,Hoshi no Pulse,6,36,20,16047,60.0000000000000000,4
1632,Insert,Takaramono,5,23,11,7790,70.0000000000000000,5
1633,Insert,Candy girl,2,28,8,20659,70.0000000000000000,2
1634,Insert,Manten no Hoshi,22,96,30,15877,70.0000000000000000,10
1635,Insert,Kokoro no Tobira,2,20,15,14745,80.0000000000000000,1
1636,Ending,Keep smilling*,10,65,32,19673,,0
1637,Opening,Cherry's Magic & Love,18,66,51,13793,,0
1638,Ending,Sugao no Koibito,8,36,24,11425,,0
1639,Ending,Time after time,10,49,34,16680,40.0000000000000000,2
1640,Ending,I'm here ~Zutto Koko de~,19,56,31,11874,,0
1641,Ending,INORI,16,55,33,13604,,0
1642,Ending,Saijou LOVER,17,83,37,19312,,0
1643,Opening,Miracle Gliders,8,43,14,12333,90.0000000000000000,5
1644,Ending,Over ~Yozora no Yakusoku~,6,15,7,15345,60.0000000000000000,3
1645,Opening,Deep Blue Sky & Pure White Wings,7,58,18,11873,,0
1646,Ending,Aoi Sora to Shiroi Tsubasa,0,23,6,10352,,0
1647,Insert,Suiheisen Made Nan Mile?,3,16,6,13954,67.0000000000000000,3
1648,Opening,Love is money?!,3,13,6,11654,50.0000000000000000,1
1649,Opening,Seishun＊Ouka,1,16,9,16664,,0
1650,Ending,Koi ni Narimasu You ni,2,23,14,12443,60.0000000000000000,1
1650,Opening,Koi ni Narimasu You ni,2,23,14,12443,60.0000000000000000,1
1651,Ending,Itsumademo,0,8,2,18708,,0
1652,Opening,SUMMER RAINBOW,8,23,15,16064,70.0000000000000000,4
1653,Ending,Colorful Candy,2,26,9,15420,,0
1654,Ending,Kami-sama Douka Me o Tojite,2,15,8,16305,,0
1656,Opening,Ookami to Kohitsuji no Zange,2,35,15,13772,,0
1657,Opening,Kakumei Zenya,5,21,8,13226,,0
1658,Opening,Meteorite Cry ~Sakebu Ryuusei~,5,39,28,13832,,0
1659,Opening,Kaze no Parasol,1,4,2,7514,80.0000000000000000,2
1660,Opening,Dress Wizard!,0,1,1,7990,,0
1663,Opening,Flapping wish,3,10,3,10209,,0
1664,Ending,Koinonia,0,5,1,20502,,0
1665,Opening,Tooi Yakusoku,0,3,1,15000,,0
1666,Insert,Vive memor mortis,0,7,4,12303,,0
1667,Ending,Kioku,2,47,22,13791,61.0000000000000000,1
1668,Opening,Carnival,74,252,158,12173,77.5000000000000000,10
1669,Opening,Tazunebito,25,112,58,15518,85.0000000000000000,5
1670,Insert,Youranka,3,16,8,13415,20.0000000000000000,1
1671,Ending,Natsu no Owari ni,5,59,29,17930,80.0000000000000000,5
1672,Opening,Only For You,3,18,9,11265,,0
1673,Insert,Uranafu Hana wa Chirinuredo,0,3,0,0,,0
1674,Opening,Asaki Yumemishi,0,7,0,0,80.0000000000000000,1
1675,Ending,Shizume Uta,2,36,8,14264,,0
1677,Opening,Welcome to HEAVEN！ -Remix-,12,40,26,13829,60.0000000000000000,4
1678,Ending,forever forever,8,51,18,16212,,0
1679,Opening,cry for the sky,1,4,1,6834,69.0000000000000000,1
1680,Opening,Carnival no Yoru,4,42,20,12931,72.0000000000000000,2
1681,Opening,Kodou,6,28,12,16530,75.0000000000000000,6
1682,Ending,Endless...,0,5,2,15209,,0
1683,Insert,Sadame no Melody,0,8,3,18063,80.0000000000000000,1
1684,Opening,KAMUY,5,20,15,17980,65.0000000000000000,1
1685,Ending,World meets worlds,8,35,15,9719,80.0000000000000000,5
1686,Insert,Border -kyoukaisen-,3,31,7,10947,,0
1687,Ending,loose,51,213,99,11509,66.0000000000000000,15
1688,Opening,Escarlata,20,80,38,9392,90.0000000000000000,4
1689,Insert,memories for us.,10,38,26,12084,60.0000000000000000,2
1690,Opening,StarTRain,6,34,14,9278,65.0000000000000000,2
1691,Ending,Promised Land,8,30,16,13977,72.5000000000000000,2
1692,Opening,Dorchadas,1071,2065,1477,13907,96.4285714285714286,35
1693,Ending,Saudade,68,240,130,13447,60.0000000000000000,10
1694,Opening,Mahou,0,1,0,0,,0
1695,Ending,Kaze Matsuri Hoshi Matsuri,0,3,0,0,,0
1696,Opening,idol revolution,2,6,3,18441,,0
1697,Ending,Dakara Mouichido Kiss wo Shite,0,1,0,0,,0
1698,Opening,Akiba☆Electrical☆Carnival!!,3,30,12,18573,,0
1699,Opening,Yumekoi Tensei,0,1,1,24803,,0
1700,Insert,Sora,2,15,9,14630,,0
1701,Ending,Egao ni Kaete,0,3,2,24808,,0
1702,Opening,FairlyLife,6,44,25,18155,66.0000000000000000,5
1703,Opening,Seinaru Tsumi,0,15,2,19074,60.0000000000000000,1
1704,Ending,Shukufuku no Hibi,0,16,7,15544,60.0000000000000000,1
1705,Opening,Gerbera ~Kibou no Hana~,17,51,28,17931,,0
1706,Ending,Futari Yurari,3,12,4,9887,,0
1709,Opening,before dawn daybreak,14,88,46,13852,85.0000000000000000,2
1710,Insert,Riot,3,21,16,14395,40.0000000000000000,1
1711,Insert,another sky,0,1,0,0,,0
1712,Insert,Quiet Requiem,5,27,17,12830,30.0000000000000000,2
1713,Opening,"Songe,Mensonge?",1,5,4,15385,,0
1714,Ending,Negainagara,1,6,3,14433,,0
1715,Insert,"Tatoeru no nara, utsukushiku zankokuna hana",0,10,2,5000,70.0000000000000000,4
1717,Opening,Amatsukaze,15,59,24,9492,70.0000000000000000,5
1718,Ending,every day⇔every way!,2,21,15,15442,,0
1719,Opening,Moon Story,15,63,32,11562,70.0000000000000000,5
1720,Insert,Moon Garden,5,31,21,13049,61.0000000000000000,1
1721,Insert,Fuyu no Himawari,3,32,19,15679,,0
1722,Opening,Melted Snow,10,38,26,16054,70.0000000000000000,3
1723,Ending,Shiroi Rondo,5,25,12,13811,,0
1724,Opening,Yuki-iro no Inori,9,64,34,18931,,0
1725,Opening,Kimi no Tenohira,4,20,4,3079,,0
1726,Opening,Anata no Kisetsu,0,9,2,23286,,0
1727,Ending,Ano Koro no You ni,13,55,24,16554,,0
1728,Insert,Kagayaita mama,8,69,15,8213,,0
1729,Opening,Concerto Note,11,37,18,12383,,0
1730,Opening,Sorauta,2,7,2,5228,,0
1731,Ending,Muteki no LOVE,0,1,0,0,,0
1732,Opening,Ai Mai Honey Beans,0,2,0,0,80.0000000000000000,1
1733,Ending,Kamigami no Uta,4,15,9,14100,,0
1734,Opening,"Kage, Mitsumeru, Hikari",24,126,56,12757,55.0000000000000000,2
1735,Opening,Electric Guitar,4,27,7,5266,,0
1736,Ending,Jiyuu Toiu Na no Tsubasa,0,1,0,0,,0
1737,Opening,Wonderland,3,23,16,15816,,0
1738,Ending,expiate sin,90,270,185,12568,90.2000000000000000,25
1739,Ending,Sakuramau,99,333,195,15984,85.3333333333333333,15
1740,Opening,Vampire,36,170,132,11619,90.0000000000000000,10
1741,Ending,Sakurachiru,34,70,50,9522,,0
1742,Opening,Namida no Kakera,12,42,24,15382,63.3333333333333333,3
1743,Insert,Romantista,0,6,2,18372,60.0000000000000000,1
1744,Opening,reflection=relation,0,3,1,14722,50.0000000000000000,1
1745,Ending,Boku to Kimi no Koto,0,4,3,11792,30.0000000000000000,1
1746,Opening,FALL DOWN,1,24,4,20867,,0
1747,Insert,wish on A star,4,24,12,7980,70.0000000000000000,5
1748,Opening,Ararat,51,201,69,13965,83.0000000000000000,15
1749,Ending,tell me a nursery tale,52,172,96,12961,72.5000000000000000,10
1750,Opening,Feeling This,3,21,13,13429,60.0000000000000000,1
1751,Opening,I'll try my best!!,8,32,12,15753,,0
1752,Insert,Refrain,1,10,6,18225,,0
1753,Opening,Aozora no Mieru Oka de,1,17,9,6370,40.0000000000000000,3
1754,Ending,Sakamichi,1,13,6,14255,60.0000000000000000,1
1755,Opening,Imitation,0,6,4,11330,52.5000000000000000,2
1757,Ending,tomorrow,4,26,17,12623,70.0000000000000000,3
1758,Ending,never no astray,7,23,16,10488,90.0000000000000000,3
1759,Insert,split tears,24,82,46,14522,87.0000000000000000,10
1760,Opening,refrain moon,75,318,153,17090,88.3333333333333333,12
1761,Ending,Wish what?,0,1,1,12920,,0
1763,Opening,NO WAY,3,45,17,18934,,0
1764,Ending,The Engaged Fortune,3,12,7,15212,70.0000000000000000,1
1765,Opening,Dreaming Continue,1,17,7,17383,,0
1766,Ending,Brand new & Continue,1,16,7,13964,75.0000000000000000,1
1767,Ending,Niji no Mukou no Horizon,1,19,6,14317,,0
1768,Opening,"Itsuka, Kaze no Naka ni",1,5,2,9622,,0
1769,Ending,Aoki Tsumi no Uta,0,6,1,7276,,0
1771,Ending,Shiosai,20,94,32,2135,70.5000000000000000,8
1772,Ending,Tenshi no Melody,11,33,16,6234,,0
1773,Ending,Kodou,10,43,18,10422,,0
1774,Ending,waver leaf,16,42,31,10464,,0
1775,Ending,Natsu,4,23,14,10088,,0
1776,Ending,Lucky Day,8,26,15,11137,,0
1777,Opening,18,23,77,46,2658,80.0000000000000000,4
1778,Ending,Koi no Uta,14,42,21,2529,75.0000000000000000,4
1779,Ending,Dare yorimo Ichiban Kagayaiteru Anata,5,32,18,11052,,0
1780,Ending,Kokoro no Kakera,6,26,13,13310,,0
1781,Ending,Kagerou,6,25,16,10625,,0
1782,Ending,Rune,0,72,15,11340,73.6666666666666667,9
1783,Opening,Futhark,0,10,0,0,67.5000000000000000,2
1784,Opening,Moving go on ~Sokokara Mieru Mirai~,50,121,68,15637,70.0000000000000000,5
1785,Ending,Ai no Akashi,27,116,57,17078,60.0000000000000000,5
1786,Opening,Aozora Bolero,5,23,11,10167,,0
1787,Opening,Dokidoki Sister Paradise,4,17,12,14171,60.0000000000000000,1
1788,Ending,Promise,0,15,6,9443,,0
1789,Opening,ENGAGE LINKS,5,23,16,10599,,0
1790,Ending,Rojiura no Keshiki,27,135,45,14707,80.0000000000000000,15
1791,Insert,Dreamin',0,24,6,10676,,0
1792,Opening,Tameraibito,36,132,63,11222,80.0000000000000000,3
1793,Opening,ROOTS,2,50,12,13121,69.0000000000000000,5
1794,Ending,Dream Goes On,0,5,1,12308,51.0000000000000000,1
1795,Ending,Bokutachi no Ashita e,0,7,3,19068,,0
1796,Opening,Secret Game,4,44,12,23678,90.0000000000000000,4
1797,Ending,"Chiite, Saite",0,32,7,14819,100.0000000000000000,3
1798,Opening,No More Games,1,43,21,39416,,0
1799,Opening,Renai☆Teacher,0,10,2,53494,60.0000000000000000,1
1800,Ending,LINK,3,20,6,11070,,0
1801,Opening,Akiba de Dakishimete ~HOLD ON ME @ AKIHABARA,3,18,12,14330,,0
1802,Opening,"Ne, ...Shiyouyo!",8,58,38,12725,69.5000000000000000,2
1803,Ending,Progress,0,14,4,16043,62.0000000000000000,4
1804,Opening,rime,16,74,48,8962,60.0000000000000000,4
1805,Opening,Nikoensis - Tsuisou,18,66,38,13323,73.0000000000000000,2
1806,Opening,Tenohira o Taiyou ni,0,1,0,0,,0
1807,Ending,Ashita no Yakusoku,0,2,0,0,,0
1808,Ending,dear,14,118,52,21423,62.5000000000000000,6
1809,Insert,Beautiful flavors,72,297,180,16690,60.0000000000000000,15
1810,Opening,Principle,26,188,110,14504,90.0000000000000000,2
1811,Ending,Reflection,8,63,24,15479,60.0000000000000000,5
1812,Opening,days,86,242,146,13035,72.0000000000000000,10
1813,Ending,Evolution,12,73,25,11145,80.0000000000000000,5
1814,Opening,days,88,328,204,12820,80.2500000000000000,4
1815,Insert,beloved ~Sakura no Kanata e~,56,288,132,10813,75.0000000000000000,16
1816,Insert,beloved ~Sakura no Kanata e~,78,303,138,13318,88.3333333333333333,15
1817,Opening,Portrait,0,1,0,0,40.0000000000000000,1
1818,Ending,I fell your heart,0,5,0,0,50.0000000000000000,1
1819,Opening,For You…,0,9,3,12748,,0
1820,Opening,Chiisana Boku no Uta,4,30,13,13491,,0
1821,Opening,KISS IN THE SWEET NIGHTS,0,2,0,0,70.0000000000000000,1
1822,Opening,Hi-gun -Homura-,0,4,0,0,,0
1823,Ending,Path of Destiny,1,7,4,20846,,0
1824,Ending,Nameless melodies ~Dakedo Kimi ni Okuru Uta~,2,21,10,15733,,0
1825,Opening,Kaze ni Makenai Heart no Katachi,2,24,10,15271,,0
1826,Opening,Namida no Chikai,16,90,50,17150,85.0000000000000000,4
1827,Ending,See you ~Chiisana Eien~,10,38,22,14439,85.0000000000000000,2
1828,Ending,Kimi to Deaeta Kisetsu,5,27,16,16957,70.0000000000000000,1
1829,Opening,Namida no Ato ni,1,14,3,4280,74.0000000000000000,5
1830,Opening,Kono Omoi,0,5,2,14688,60.0000000000000000,1
1831,Opening,Yume wa Nani Iro?,0,11,6,19866,,0
1832,Ending,Inori no Toki,96,312,184,15047,94.5000000000000000,20
1833,Opening,To Lose In Amber,186,756,456,15257,95.1666666666666667,30
1834,Ending,Hatayama Ekaki Uta,0,4,1,8645,,0
1835,Opening,Miracle Fantasy,0,1,0,0,,0
1836,Ending,Imomushi,6,27,16,11856,90.0000000000000000,1
1837,Opening,Sayonara wo Sora ni,0,3,1,9843,50.0000000000000000,1
1838,Ending,Everlasting Flower,0,3,0,0,,0
1839,Ending,Iyashi,0,4,0,0,,0
1840,Opening,Ka・ke・hi・ki fifty-fifty,0,5,1,6137,65.0000000000000000,2
1841,Opening,Hikari no Kioku,0,18,3,36193,72.6666666666666667,3
1842,Ending,Sunagin,42,222,102,16003,75.0000000000000000,10
1842,Opening,Sunagin,42,222,102,16003,75.0000000000000000,10
1843,Insert,Desert,7,41,15,16139,60.0000000000000000,5
1844,Insert,Aka,24,132,75,14834,58.3333333333333333,9
1845,Insert,Omoi ~Kaze ni Mau Shirube~,6,100,42,21295,70.0000000000000000,10
1846,Insert,Suna no Shiro -The Castle of Sand-,28,156,76,12237,77.5000000000000000,4
1847,Opening,Koisuru Heart,4,10,5,19330,,0
1848,Opening,melody,6,82,20,9360,76.0000000000000000,10
1849,Ending,Shinjiru Kimochi,0,8,3,13206,,0
1850,Ending,Kiss Me Tonight,8,45,10,13071,,0
1851,Insert,Dakishimete Hoshii yo,1,14,6,22506,,0
1852,Opening,Promise ~Tsukiyo no Kioku~,14,40,23,16589,,0
1853,Insert,Brave Heart,1,15,8,13837,70.0000000000000000,2
1854,Ending,Kouin no Unabara,36,270,165,12988,46.6666666666666667,15
1855,Ending,NEON Sign,68,258,166,13034,82.5000000000000000,10
1856,Ending,Hohoemi Genocide,96,360,224,18239,75.0000000000000000,20
1857,Opening,PRECIOUS,152,648,404,12231,82.5000000000000000,16
1858,Ending,Eternal Sky,38,182,94,4622,57.5000000000000000,6
1859,Opening,Jewelry Tears,1320,3096,1896,16858,90.8333333333333333,60
1860,Opening,Yume no Rondo,0,7,3,11968,60.0000000000000000,1
1861,Opening,Ai de Kiru nara Itakuna~i,612,1239,906,14260,71.6666666666666667,15
1862,Ending,Akane Sora,332,1136,684,14045,72.5000000000000000,20
1863,Ending,Fuyu Hanabi,186,783,450,14050,65.0000000000000000,15
1864,Ending,Bushi,165,783,552,16057,66.6666666666666667,15
1866,Opening,Kioku,8,35,20,16968,70.0000000000000000,3
1867,Opening,CROSS WORLD,10,50,28,13008,,0
1868,Opening,Flowery Kiss,0,5,3,22403,40.0000000000000000,1
1869,Opening,Saigo no Egao,4,28,12,9914,60.0000000000000000,4
1870,Opening,Burning Heart,6,56,34,14676,62.5000000000000000,2
1871,Ending,ANOTHER WORLD,0,1,0,0,,0
1872,Ending,Myself ; Yourself,0,1,0,0,,0
1873,Ending,Haru no Kiss,0,1,0,0,,0
1874,Opening,ivy,0,4,2,14917,,0
1876,Opening,Day-break,0,1,0,0,69.0000000000000000,1
1878,Ending,Never leave me alone,0,7,5,17251,,0
1879,Ending,Tooi Kono Sora kara,33,147,87,13777,,0
1881,Ending,This may be the last time we can meet,4,20,12,13940,,0
1882,Opening,Yuuki no Tsubasa,69,171,93,8314,68.0000000000000000,12
1883,Ending,Yasashii Seiza,16,54,30,10380,54.0000000000000000,2
1884,Opening,Eien no Memories,40,140,102,13779,75.0000000000000000,8
1885,Ending,Orgel to Piano to,12,47,32,11199,,0
1886,Opening,Ashita Tenki ni...,16,64,38,12485,,0
1889,Opening,Chaste ☆ Chase!,0,1,0,0,,0
1890,Insert,Thesis ~Meidai~,13,58,35,14845,,0
1891,Insert,"Kimi to Aruku, Kaze ga Warau",23,66,48,11379,,0
1892,Insert,Warp Out Love!,14,54,30,15183,65.0000000000000000,3
1893,Opening,Hashire! Wagamama Heart,28,143,59,12625,,0
1894,Insert,Buchikamase! WAGAMAMA Heart,19,63,43,13402,,0
1895,Insert,Haikaburi Hime Janakute mo,22,91,46,17726,75.0000000000000000,5
1896,Insert,In Pain/In Vein,16,82,41,12400,69.0000000000000000,3
1897,Insert,Kiitete Nee.,14,50,29,12280,,0
1898,Insert,Usotsuki to Kizuato,40,152,86,12111,80.0000000000000000,6
1899,Opening,Rakuen no Distance,23,94,56,16421,,0
1900,Ending,Ano Tenkuu e Fly Away!,17,73,34,8575,,0
1901,Ending,Bokutachi no Monogatari,20,91,45,16042,,0
1903,Opening,Ima koso Ambitious,0,8,1,11441,,0
1904,Opening,Naisho Shishunki,24,79,44,16348,,0
1905,Opening,Kokorono,7,23,13,9108,,0
1906,Opening,Tabegoro☆1/2 Fruits,10,61,33,15642,,0
1907,Insert,FLY-ALONE,3,32,5,9737,,0
1908,Ending,Suna no Shiro,0,2,0,10098,,0
1908,Opening,Suna no Shiro,0,2,0,10098,,0
1910,Opening,ythm,14,54,32,14346,90.0000000000000000,4
1911,Ending,Yasashii Ima,0,9,1,6647,,0
1912,Opening,Akaneiro,0,1,0,0,,0
1913,Opening,Hold a Dream,2,11,9,10772,,0
1917,Opening,Crash Course ~Koi no Tokubetsu Lesson~,14,59,46,9479,,0
1921,Opening,Replay Machine,5,38,24,12852,,0
1922,Ending,Immoral Impulse,0,26,10,16989,,0
1923,Opening,Kimi no Kakera,16,126,74,5248,,0
1924,Ending,Kono Hoshi ni Umarete,2,28,16,14687,,0
1925,Ending,LOVE★Binetsu?!,2,17,12,15019,,0
1926,Opening,Soredemo Kimi wo Omoidasu Kara,12,57,29,15093,90.0000000000000000,4
1927,Ending,Hitoshizuku Ai,5,28,10,8569,90.0000000000000000,4
1928,Ending,Ame ni Negai wo...,0,8,3,16257,,0
1929,Opening,Drawing Again,44,80,64,20494,81.5000000000000000,16
1930,Ending,Boku no Wish,36,78,46,13692,75.0000000000000000,10
1931,Opening,Hadaka no Tenshi,3,11,6,11143,,0
1932,Ending,Shunshoku Akizakura,0,3,0,0,,0
1933,Opening,Only Your Angel,0,5,2,19453,,0
1934,Ending,Peppermint Kiss,0,13,4,7718,,0
1935,Ending,Mint Kiss,0,1,0,0,,0
1936,Opening,Little Little Election,0,4,0,0,,0
1937,Opening,Flyable Heart,19,77,38,15411,,0
1938,Ending,Mou Hajima te Iru Mirai.,4,28,15,11777,,0
1939,Opening,Mikansei no Shiro,10,32,16,14390,68.0000000000000000,5
1940,Ending,Kimi no Tame ni,4,33,11,21399,,0
1941,Insert,Hikari to Kage,8,43,18,11192,,0
1942,Insert,PEACE-TIME-PLANET,5,25,11,12748,,0
1943,Opening,Sekai no Subete,19,60,32,12120,,0
1944,Opening,free will,18,64,23,12184,,0
1945,Opening,Walkers,8,36,18,11422,68.0000000000000000,4
1947,Ending,Lovely Rocket,3,18,8,14457,,0
1948,Ending,Richesses,2,8,6,13169,,0
1949,Ending,Mousou Let's Go!!,2,11,8,11211,,0
1950,Ending,Everywhere With You,1,9,7,9389,40.0000000000000000,2
1951,Opening,Love Paradise,4,44,24,8679,65.0000000000000000,2
1952,Insert,VIVA! W.L.O.!! Yowakina Kimi ni Sasageru Ouen Uta,4,18,12,13120,,0
1953,Ending,My fairytale,1,7,4,17046,,0
1954,Ending,Kakegai no Nai Mono,2,22,10,10137,,0
1955,Opening,Watashi☆LOVE na☆Otome,24,77,38,5838,,0
1956,Opening,Tamashi no Doukoku,30,165,78,10188,69.3333333333333333,6
1957,Ending,Hyaku no Omoi,9,87,42,3803,56.0000000000000000,12
1958,Insert,Kono Yo no Hate,8,32,18,14263,60.0000000000000000,2
1959,Ending,Kono Yo no Hate,12,69,51,14490,63.0000000000000000,3
1960,Insert,Tsuki no Me no Shonen,2,74,32,10871,52.5000000000000000,4
1961,Insert,Next to...,0,7,4,14231,60.0000000000000000,1
1962,Ending,Everlasting,0,5,2,12897,70.0000000000000000,3
1963,Opening,Rhythm-MAX,1,4,4,10769,50.0000000000000000,1
1964,Opening,Ren'ai Tentai Butsurigaku,1,16,5,7429,50.0000000000000000,3
1965,Opening,Crusader Dream,7,22,7,13137,,0
1966,Ending,First Kiss,6,20,12,11091,50.0000000000000000,1
1967,Opening,ever,19,70,41,19914,70.0000000000000000,5
1968,Ending,timeless melody,1,11,7,16740,,0
1969,Insert,Eternal Flow,2,42,32,14559,77.5000000000000000,2
1970,Ending,Hitotsu Hoshi,4,11,8,15848,,0
1971,Ending,be there,1,9,5,19012,,0
1972,Opening,Fast note,4,20,13,13945,,0
1973,Ending,Sunadokei,1,11,6,12889,,0
1974,Opening,"Michi no Saki, Sora no Mukou",118,494,272,15061,60.0000000000000000,10
1975,Ending,Yoake no Prism,40,308,194,15625,80.0000000000000000,6
1976,Opening,Yuukyuu no Cadenza,66,342,171,11515,85.0000000000000000,15
1977,Ending,"Soshite Boku wa, Saranaru Tabiji o Motomete",10,48,28,11164,60.0000000000000000,1
1978,Opening,Panic Planet ~Pani Pura~,2,13,9,18715,,0
1979,Opening,Summer Vacation!,0,7,5,11740,,0
1980,Ending,Innocent Quotes,0,23,4,6233,,0
1981,Opening,Amber World,19,57,26,13734,,0
1982,Insert,Kohaku no Inori,8,18,11,11455,,0
1983,Opening,pile up HURRICANE!,3,19,10,13515,,0
1984,Ending,Ashita e Fumidasu Bokura no Uta,0,6,1,3481,,0
1985,Opening,Koi no Rock'n Roll Beat,0,11,1,12500,,0
1987,Ending,Sayonara o Oshiete -comment te dire adieu-,540,1500,940,12472,90.6000000000000000,10
1988,Ending,Omochabako no Mirai,0,4,0,0,100.0000000000000000,1
1989,Ending,Tori no you ni Daite,0,4,3,10398,100.0000000000000000,1
1990,Ending,Rakuen no Yurikago,0,20,8,20865,,0
1991,Ending,Endless Loop,0,3,0,0,68.0000000000000000,1
1992,Opening,Pandora no Yume,8,23,14,18134,,0
1993,Opening,True World,16,56,38,14437,73.0000000000000000,10
1994,Insert,Hoshimatsuri no Uta,14,34,18,17361,70.0000000000000000,6
1995,Ending,be with a person -Eien ni-,0,1,0,0,,0
1996,Ending,fall,0,5,0,0,70.0000000000000000,1
1997,Opening,ETERNAL NIGHT -Fallen-,0,6,1,20349,66.0000000000000000,1
1998,Opening,Shining Girl,3,9,3,9854,,0
2000,Opening,L,7,36,15,13992,60.0000000000000000,4
2001,Ending,Destiny,4,22,13,21047,65.0000000000000000,5
2002,Opening,Growth,2,20,14,15696,,0
2003,Ending,Eien ni Saku Hana,0,2,0,19533,60.0000000000000000,1
2004,Opening,Ano Sora no Kanata ni,0,21,5,13372,,0
2005,Ending,Garden of Heaven,0,5,0,0,,0
2006,Opening,Kurenai Uta,0,5,2,3550,70.0000000000000000,3
2007,Ending,Futakage,0,3,0,0,,0
2009,Ending,happiness,4,20,13,14579,,0
2010,Opening,Aozora,30,95,67,12754,,0
2011,Opening,Kitto Zutto... Motto,5,22,8,8557,70.0000000000000000,3
2013,Opening,Undying Love,16,100,60,5456,62.5000000000000000,10
2014,Insert,Zutto Soba ni...,4,38,22,11284,50.0000000000000000,2
2015,Opening,a piacere,0,4,2,8865,78.0000000000000000,1
2016,Ending,Harmony ~Boku no Uta ga Todoita Nara~,1,15,5,11224,68.0000000000000000,5
2019,Opening,MY HONEY SPRING,0,2,1,20000,,0
2020,Opening,Carapop,4,29,13,7700,40.0000000000000000,3
2021,Ending,from me to you...,0,5,0,0,55.0000000000000000,1
2022,Opening,Itsumo Anata ni Koishiteru,3,27,9,10036,40.0000000000000000,4
2023,Opening,Honoo no Haramase Doukyuusei,6,42,14,12390,,0
2025,Opening,Manatsu no Kakera,0,4,1,12767,,0
2026,Ending,Toorisugi Yuku Hito e,0,1,0,0,,0
2027,Ending,Ashita e,0,1,0,0,,0
2028,Opening,The World is a Roulette,3,9,7,10209,30.0000000000000000,2
2029,Ending,AI Desho? Ai,0,5,3,17192,40.0000000000000000,1
2030,Opening,Akiba no 'A' kara Hajimeyou,7,23,17,13738,40.0000000000000000,1
2031,Opening,'MAID' in blade,0,3,2,19461,40.0000000000000000,1
2032,Opening,HAKU-GIN,117,414,276,13589,90.0000000000000000,15
2033,Opening,Kaisetsu no Yomi,98,306,188,14337,80.0000000000000000,10
2034,Opening,Happy xx Time,11,50,17,12953,,0
2035,Ending,Saishou no Ippo,13,70,18,13790,,0
2036,Opening,Vision ~Yuki no Kisetsu~,0,8,2,31739,,0
2037,Opening,Otome no Amai Hachimitsu,0,2,1,5000,,0
2039,Opening,Hikari no Mukougawa,10,38,22,9574,60.0000000000000000,6
2040,Ending,Sinuous road,21,54,39,13778,85.0000000000000000,9
2041,Ending,Everlasting song,15,66,51,11580,74.6666666666666667,9
2042,Ending,Fix,30,66,45,11051,78.3333333333333333,9
2043,Opening,Ohisama,0,5,1,16388,40.0000000000000000,1
2044,Opening,Yume no Tsumi -End in childhood-,0,1,0,0,,0
