music_id,music_type,music_name,stat_correct,stat_played,stat_guessed,stat_averageguessms,avg_vote,music_vote_count
14005,BGM,Lavinia,3,7,4,10143,80.0000000000000000,1
14006,BGM,Separation,2,6,6,16626,100.0000000000000000,1
14007,BGM,To the new world,3,7,4,13850,75.0000000000000000,1
14008,BGM,Liberating,4,9,9,16516,75.0000000000000000,1
14009,BGM,Nostalgia feeling,2,5,3,13673,85.0000000000000000,1
14010,BGM,Calm talking,5,15,12,13751,80.0000000000000000,1
14011,BGM,Silent night,4,12,6,11451,80.0000000000000000,1
14012,BGM,Maya,2,6,5,16609,80.0000000000000000,1
14013,BGM,Lively girl,1,6,6,9627,70.0000000000000000,1
14014,BGM,Sion,3,7,3,11021,85.0000000000000000,1
14015,BGM,Other side of sadness,2,6,4,12184,90.0000000000000000,1
14016,BGM,Sleeping Beauty,1,4,4,14909,90.0000000000000000,1
14017,BGM,Last wish,4,7,4,6897,95.0000000000000000,1
14018,BGM,Estranged,2,5,4,13306,80.0000000000000000,1
14019,BGM,Can't leave you alone,2,7,3,30209,85.0000000000000000,1
14020,BGM,Time left,0,5,3,14331,95.0000000000000000,1
14021,BGM,Eternal sleep,3,4,3,13594,90.0000000000000000,1
14022,BGM,Desire,4,12,10,17002,85.0000000000000000,1
14023,BGM,Burial man,2,6,4,10000,90.0000000000000000,1
14024,BGM,lear earth,3,6,6,10678,80.0000000000000000,1
14025,BGM,You laugh under sky,3,12,5,11935,85.0000000000000000,1
14026,BGM,For you now,2,3,3,5355,75.0000000000000000,1
14027,BGM,Bonds of knife and gun,1,6,4,20173,90.0000000000000000,2
14028,BGM,Miracle,3,6,3,4718,80.0000000000000000,2
14047,BGM,irrigated land,9,12,10,6525,85.0000000000000000,2
14048,BGM,萌芽,3,19,12,18561,85.0000000000000000,1
14049,BGM,ムーンブライト,4,27,19,13608,90.0000000000000000,2
14050,BGM,Quaesitor,4,5,5,17850,60.0000000000000000,3
14051,BGM,Fight for nowhere,4,11,7,10430,90.0000000000000000,1
14052,BGM,winners!,4,27,14,18519,75.0000000000000000,1
14053,BGM,Redemptor,4,13,9,20503,60.0000000000000000,1
14054,BGM,愛を灌ぐ,3,6,4,12954,90.0000000000000000,1
14055,BGM,夜露,1,5,4,18083,80.0000000000000000,1
14056,BGM,irrigated land ~echo~,18,32,24,7386,90.0000000000000000,2
14059,BGM,嬉しい日の雑談,0,1,0,0,,0
14071,BGM,その光景、まさに,0,2,1,14246,,0
14072,BGM,たぶん、余裕 - 耶央のテーマ,0,1,1,24259,,0
14073,BGM,ちいさなしあわせのじかん,0,1,0,0,,0
14074,BGM,束の間ダッシュ,0,1,0,0,,0
14084,BGM,膨らむ恋心、広がる愛情,0,1,0,0,,0
14085,BGM,平和も突然やってくる,0,1,0,0,,0
14086,BGM,魔法使いの夜～メインテーマ,20,46,32,13273,95.0000000000000000,1
14087,BGM,蒼崎青子,11,21,16,11465,90.0000000000000000,1
14088,BGM,鍵盤は躍る (原曲:ノクターン),11,27,26,11841,90.0000000000000000,1
14089,BGM,午後の眠り (原曲:ジムノペティ),23,40,37,11624,95.0000000000000000,2
14090,BGM,久遠寺有珠,19,34,29,21654,80.0000000000000000,2
14091,BGM,ひかるランチ,15,33,24,11419,70.0000000000000000,1
14092,BGM,日はまた沈む,8,26,21,12655,75.0000000000000000,2
14093,BGM,静希草十郎,9,30,24,13345,90.0000000000000000,1
14094,BGM,メインテーマ/冬,16,32,24,15985,85.0000000000000000,2
14095,BGM,idyllic/blue,14,41,28,14869,75.0000000000000000,1
14096,BGM,久遠寺邸で朝食を (原曲:セレナーデ),13,49,36,15359,70.0000000000000000,1
14097,BGM,WORKING!!,6,17,15,12855,65.0000000000000000,1
14098,BGM,目を覚ます,9,41,35,16179,70.0000000000000000,1
14099,BGM,騒ぎだす,2,23,13,14892,60.0000000000000000,1
14100,BGM,笑いあう,7,28,24,15361,65.0000000000000000,1
14101,BGM,街から離れて,8,15,14,9858,70.0000000000000000,1
14102,BGM,誰かと二人で,9,26,23,17253,75.0000000000000000,2
14103,BGM,密談,4,14,11,17801,75.0000000000000000,1
14104,BGM,窮地/herald,4,32,28,13832,75.0000000000000000,2
14105,BGM,thames troll(wood),1,16,13,20105,80.0000000000000000,1
14106,BGM,鏡の国の騒動,7,23,21,12112,90.0000000000000000,1
14107,BGM,ghost bell (原曲:黒い瞳),1,15,9,13486,75.0000000000000000,1
14108,BGM,Judicare tibi,5,23,13,16197,75.0000000000000000,1
14109,BGM,決闘/one-on-one,30,86,64,14290,95.0000000000000000,2
14110,BGM,お伽の国の狂騒,8,41,30,13794,90.0000000000000000,2
14111,BGM,対峙/out border,13,28,23,13990,85.0000000000000000,1
14112,BGM,FLAT SNARK,8,27,20,12425,90.0000000000000000,1
14113,BGM,絢爛/finality,3,11,7,14647,95.0000000000000000,1
14114,BGM,顕現/great three,12,34,29,12346,95.0000000000000000,1
14115,BGM,窮地/omen,8,36,27,15156,70.0000000000000000,1
14116,BGM,決着/turbulence overdrive,6,44,34,13534,95.0000000000000000,1
14117,BGM,nostalgia,9,36,20,7516,75.0000000000000000,2
14118,BGM,メインテーマ/日常,6,10,7,7650,70.0000000000000000,1
14119,BGM,～その隙間～,4,29,22,15528,70.0000000000000000,1
14120,BGM,エレガント,6,36,25,15992,70.0000000000000000,1
14121,BGM,いつまでも君と,13,26,19,12942,75.0000000000000000,1
14122,BGM,時計はまわる,4,19,16,19371,70.0000000000000000,1
14123,BGM,遠い疵,4,25,18,7839,75.0000000000000000,2
14124,BGM,メインテーマ/眠り,13,24,19,14165,90.0000000000000000,1
14125,BGM,輪舞/witch Tale,8,19,16,13226,95.0000000000000000,1
14126,BGM,imbalance/Alice,14,38,30,14449,80.0000000000000000,1
14127,BGM,待ち焦がれる,8,41,27,22764,65.0000000000000000,2
14128,BGM,天はたしかに,4,37,28,16860,70.0000000000000000,1
14129,BGM,甘い痛み,4,24,22,16941,70.0000000000000000,1
14130,BGM,夜への誘い,8,18,13,16245,80.0000000000000000,1
14131,BGM,金狼/ELEMENTS,5,12,10,21419,90.0000000000000000,1
14132,BGM,imbalance/blue,11,24,23,13897,80.0000000000000000,1
14133,BGM,Five,16,32,26,12434,100.0000000000000000,2
14134,BGM,innocence,18,45,39,11631,75.0000000000000000,2
14135,BGM,First star,32,64,58,13567,100.0000000000000000,2
14136,BGM,メインテーマ/予感,18,36,30,15604,90.0000000000000000,1
14137,BGM,家路,6,19,14,12099,75.0000000000000000,2
14138,BGM,帰り道,10,25,16,14523,85.0000000000000000,2
14139,BGM,きみのはなし,3,15,11,31179,85.0000000000000000,2
14140,BGM,星が瞬くこんな夜に ～オルゴールVer.～,6,39,28,16978,80.0000000000000000,1
14141,BGM,"see you again, miss blue!",8,31,21,15965,80.0000000000000000,1
14142,BGM,extra magic number?,2,34,21,15940,75.0000000000000000,1
14143,BGM,予告,5,16,14,14419,85.0000000000000000,1
14144,BGM,優しい風が吹くあの場所で,2,12,8,15489,,0
14145,BGM,子守歌じゃないのに,0,10,8,14294,,0
14146,BGM,スローライフに憧れて,0,6,3,22962,,0
14147,BGM,大空と紙飛行機,0,6,1,21335,80.0000000000000000,1
14148,BGM,膝枕で過ごす放課後,0,10,9,16944,,0
14149,BGM,素直と不器用と意地っ張り,0,26,15,17009,,0
14150,BGM,黄昏の帰り道,0,21,13,17523,,0
14151,BGM,頬を伝う冷たい涙,1,8,6,14387,,0
14152,BGM,漆黒の思惑,0,13,9,18212,,0
14153,BGM,気持ちの狭間,0,3,3,18867,,0
14154,BGM,むふ～,0,16,7,18554,,0
14155,BGM,よーしやっちまえ！,0,9,7,14148,,0
14156,BGM,楽しんだ今が勝ち！,0,16,12,14714,,0
14157,BGM,寂しい夜,0,7,4,17280,,0
14158,BGM,無くならない大事な心,1,8,3,19230,,0
14159,BGM,追い求めてきたもの,0,14,9,19272,,0
14160,BGM,星の滴,0,4,1,24055,,0
14161,BGM,未来へ踏み出す一歩,0,5,2,20128,,0
14162,BGM,開闢新地,1,14,12,14770,,0
14193,BGM,日常/優美の学園都市,0,2,1,17884,,0
14196,BGM,設問/誰かの記憶,0,7,7,17426,,0
14198,BGM,心/誰かの希望,0,7,5,10727,,0
14199,BGM,白い男/思弁的探偵部,0,1,0,0,,0
14200,BGM,愛/瞼、細めて,0,6,5,17105,,0
14201,BGM,支配/統治会,1,2,1,10268,,0
14202,BGM,回転悲劇/嘲笑,0,4,1,25000,,0
14203,BGM,緊迫/万魔の気配,0,1,1,25000,,0
14206,BGM,薔薇の王はわらう,0,1,0,0,,0
14207,BGM,希望の道、きみと,1,10,3,20573,,0
14208,BGM,輝き,0,4,3,16699,,0
14209,BGM,quaerere Inst.,0,7,3,20069,,0
14210,BGM,Insel Null,3,13,7,10302,,0
14211,BGM,Ersteboden,8,17,14,10374,,0
14212,BGM,Zweitestock,2,13,10,15367,,0
14213,BGM,Drittestock,10,22,19,11560,,0
14214,BGM,Lemurianische Ruine,13,29,20,14183,,0
14215,BGM,Kosmisher Wal,8,26,19,23769,,0
14216,BGM,Qualle,5,13,10,9776,,0
14217,BGM,Karussell Delphine,7,25,18,26861,,0
14218,BGM,Weiβer Hund,9,24,18,26917,,0
14219,BGM,IBF Notfall,0,1,0,0,80.0000000000000000,1
14220,BGM,Tief Blau,0,15,9,16108,,0
14221,BGM,Kopfsprung,5,20,13,13014,,0
14222,BGM,Traum In Der Dunkelheit,3,18,11,16320,,0
14223,BGM,Hologramm,13,27,20,11554,,0
14224,BGM,Das Absuchen,2,6,5,15408,,0
14225,BGM,Gedaechtnisschwund,1,15,8,14743,,0
14226,BGM,Drittes Auge,0,19,9,16822,,0
14227,BGM,Klamauk,0,15,8,11776,,0
14228,BGM,Heilmittel,10,40,30,15614,,0
14229,BGM,Wiedergeburt,1,18,9,17910,,0
14230,BGM,Karma,8,25,20,13155,,0
14231,BGM,Der Mond Das Meer,3,15,10,14434,,0
14232,BGM,Je Nach,1,14,7,22215,,0
14233,BGM,Drittes Auge nehmen,12,40,33,14273,,0
14234,BGM,Beginning of Infinity —Cure—,0,2,0,0,,0
14235,BGM,Beginning of Infinity,6,23,16,16358,,0
14236,BGM,Once more,0,1,0,0,,0
14237,BGM,Once more —Piano—,0,4,2,5015,,0
14238,BGM,YUKA,2,9,6,12393,,0
14240,BGM,SAKI,1,7,4,19167,,0
14242,BGM,IZUMI,1,5,3,18020,,0
14243,BGM,Phantasmagoria,0,3,3,16206,,0
14245,BGM,In the sunny spot,0,7,5,19743,,0
14246,BGM,Like real in mist,2,3,3,13498,,0
14247,BGM,Irritation,4,17,12,14910,,0
14248,BGM,Darkside,3,21,17,15536,,0
14249,BGM,Magic of true,0,14,10,18505,,0
14250,BGM,Confusion mind,1,8,5,11883,,0
14251,BGM,Uneasiness,0,7,6,15220,,0
14252,BGM,Despair,3,22,13,14267,,0
14253,BGM,Warmth,4,11,9,15879,,0
14254,BGM,Achievement,2,7,3,5530,,0
14255,BGM,Languor,4,13,9,19755,,0
14257,BGM,The end of dimension,3,11,8,15307,,0
14258,BGM,逆転検事2・序章,1,6,4,15640,,0
14259,BGM,捜査 ～序盤 2011,4,11,11,13304,,0
14260,BGM,推理 ～現場の真実,0,3,2,5729,,0
14261,BGM,トリック・アナライズ,1,14,13,13555,,0
14262,BGM,ロジックチェス ～オープニング,1,1,1,9877,,0
14263,BGM,対決 ～モデラート 2011,6,11,9,12396,,0
14264,BGM,御剣怜侍 ～異議あり！ 2011,3,11,8,13648,,0
14265,BGM,真実は告げる 2011,2,11,11,13488,,0
14266,BGM,ジングル～ 悩みの種は尽きない,0,4,4,10621,,0
14267,BGM,『獄中の逆転』,0,11,9,16076,,0
14268,BGM,捜査 ～中盤 2011,5,18,17,15544,,0
14269,BGM,信楽盾之 ～ジョークな本音,0,8,8,14971,,0
14270,BGM,一柳弓彦 ～イチリュウの推理,0,1,0,0,,0
14271,BGM,対決 ～アレグロ 2011,0,4,4,11292,,0
14272,BGM,水鏡秤 ～法の女神,0,5,3,22598,,0
14273,BGM,検事審査会 ～厳粛なる正義,1,9,8,17391,,0
14274,BGM,なげきの人々,0,21,18,13974,,0
14275,BGM,きみょうな人々,3,10,7,14940,,0
14276,BGM,情報再現 ～ギゾクの奥の手 2011,1,15,11,17379,,0
14277,BGM,捜査 ～核心 2011,5,8,6,12237,,0
14278,BGM,美和マリー ～ハグ・アンド・キス,2,18,13,15655,,0
14279,BGM,鳳院坊了賢 ～暗殺の音色,1,8,4,16179,,0
14280,BGM,対決 ～プレスト 2011,2,3,2,12835,,0
14281,BGM,追究 ～つきとめたくて,2,8,5,16255,,0
14282,BGM,『受け継がれし逆転』,2,4,3,17354,,0
14283,BGM,御剣信 ～弁護士の心得,2,7,6,14132,,0
14285,BGM,せわしない人々,2,7,4,19083,,0
14286,BGM,追憶 ～IS-7号事件,0,2,1,6375,,0
14287,BGM,トリック・ブレイク,3,21,18,9174,,0
14288,BGM,緒屋敷司 ～お菓子なダンス,2,6,6,13087,,0
14289,BGM,風見豊 ～風味一閃,2,13,9,19265,,0
14290,BGM,『忘却の逆転』,1,4,4,18347,,0
14291,BGM,運命のトライアル,5,15,11,14858,,0
14292,BGM,追憶 ～記憶喪失の少女,2,15,9,17347,,0
14293,BGM,キズナ ～信じる心,1,16,9,11741,,0
14294,BGM,『大いなる逆転』,0,8,8,12900,,0
14295,BGM,相沢詩紋 ～トガったお年頃,0,2,2,8236,,0
14297,BGM,追憶 ～狼家の没落,4,27,20,16595,,0
14298,BGM,ロジックチェス ～エンドゲーム,1,18,16,11183,,0
14299,BGM,一柳弓彦 ～イチリュウの決別,4,10,8,14743,,0
14300,BGM,着信メロディ／水鏡秤,0,1,0,0,,0
14301,BGM,西鳳民国 ～不死鳥の国,2,13,9,10609,,0
14302,BGM,追憶 ～SS-5号事件,0,1,0,0,,0
14303,BGM,ゲームをアヤツルモノ,1,14,8,15546,,0
14304,BGM,解決！ ～穏やかなひととき,2,2,2,11390,,0
14305,BGM,検事のつぶやき ～それぞれの決意,1,24,17,14027,,0
14306,BGM,逆転検事2 ～大いなる決意,4,11,7,16451,,0
14307,BGM,逆転検事・序章,1,12,8,9252,,0
14308,BGM,捜査 ～序盤 2009,0,1,1,5406,,0
14309,BGM,捜査 ～中盤 2009,5,17,11,11858,,0
14310,BGM,推理 ～現場のムジュン,1,4,3,16623,,0
14311,BGM,ロジック ～真実への道すじ,2,7,7,10875,,0
14312,BGM,捜査 ～核心 2009,7,12,11,14266,,0
14313,BGM,対決 ～モデラート 2009,0,3,3,10013,,0
14314,BGM,トリックとギミック,5,11,10,12610,,0
14315,BGM,御剣怜侍 ～異議あり！ 2009,5,16,14,14205,,0
14316,BGM,対決 ～アレグロ 2009,5,13,10,13557,,0
14318,BGM,トリックとバロック,2,11,8,8871,,0
14319,BGM,対決 ～プレスト 2009,8,13,11,11053,,0
14320,BGM,追究 ～つきつめたくて,5,10,6,9086,,0
14321,BGM,ジングル ～つかの間の休息,5,23,21,12555,,0
14322,BGM,一条美雲 ～真実を盗む大ドロボウ,3,12,10,11980,,0
14323,BGM,狼士龍 ～狼子、曰く！,1,5,2,9358,,0
14324,BGM,ヤタガラス ～闇夜に舞うギゾク,8,20,20,12696,,0
14325,BGM,『逆転エアライン』,3,14,12,12636,,0
14326,BGM,ジンク・ホワイト ～タイムイズマネー,1,12,7,14701,,0
14327,BGM,白音若菜 ～おやすみなさいですぅ,0,16,9,13983,,0
14328,BGM,うたがわれた人々,3,16,11,15716,,0
14329,BGM,『さらわれる逆転』 ～誘拐への序曲,4,15,11,11424,,0
14330,BGM,タイホくん行進曲 ～バンドーランドのテーマ,1,16,15,16368,,0
14332,BGM,さわがしい人々,1,14,11,13748,,0
14333,BGM,ゆかいな人々,6,20,18,15705,,0
14334,BGM,追憶 ～偽りの関係,0,6,5,14997,,0
14336,BGM,法廷 ～法の番人,4,14,11,14055,,0
14337,BGM,『過ぎ去りし逆転』,1,11,9,18632,,0
14338,BGM,馬堂一徹 ～真実はアマくない,0,4,3,20955,,0
14339,BGM,葛氷見子 ～クールに笑わせて,3,21,17,15098,,0
14340,BGM,追憶 ～KG-8号事件,2,11,9,14106,,0
14341,BGM,運命のクライシス,9,15,14,13365,,0
14342,BGM,糸鋸圭介 ～やるときはやるッス,2,2,2,5380,,0
14343,BGM,『燃え上がる逆転』,4,22,18,14396,30.0000000000000000,1
14344,BGM,2つの大使館 ～蝶と花の国,0,5,5,13759,,0
14345,BGM,追憶 ～引き裂かれた国,0,4,4,12686,,0
14346,BGM,カーネイジ・オンレッド ～法を超える敵,0,2,2,19303,,0
14347,BGM,解決！ ～華麗なる推理,5,8,5,14973,,0
14348,BGM,逆転検事 ～大いなる復活 2009,4,17,11,11736,,0
14349,BGM,検事のつぶやき ～再会の約束,0,3,2,13957,67.0000000000000000,1
14376,BGM,逆転裁判２・序章 ～J.S.バッハ『トッカータとフーガ ニ短調BWV565』から,20,62,54,13461,,0
14377,BGM,着信メロディ／諸平野貴雅,24,48,42,12403,,0
14378,BGM,法廷休憩室 ～ふたたびの序曲,48,66,56,12270,,0
14379,BGM,逆転裁判２・開廷,36,70,60,14720,,0
14380,BGM,尋問 ～モデラート 2002,32,48,38,10013,,0
14381,BGM,トリックとマジック,18,36,30,17821,,0
14382,BGM,成歩堂龍一 ～異議あり！ 2002,74,116,94,11285,,0
14383,BGM,尋問 ～アレグロ 2002,32,44,38,16606,60.0000000000000000,4
14384,BGM,追求 ～問いつめたくて,60,106,98,11105,,0
14385,BGM,真実は告げる 2002,32,56,50,9942,,0
14386,BGM,着信メロディ／成歩堂龍一,42,62,54,12281,,0
14387,BGM,追求 ～問いつめたくて／バリエーション,22,32,30,12097,,0
14388,BGM,ジングル ～こんな夜には眠れない,50,98,80,18853,,0
14389,BGM,心理錠（サイコ・ロック）,40,78,66,18904,,0
14390,BGM,捜査 ～序盤 2002,26,38,36,11071,,0
14391,BGM,綾里真宵 ～逆転姉妹のテーマ 2002,36,58,52,11729,,0
14392,BGM,留置所 ～監視カメラのエレジー,24,50,40,11392,,0
14393,BGM,倉院の里,10,38,34,14255,,0
14394,BGM,追憶 ～炎が刻んだ傷跡,26,48,42,13228,,0
14395,BGM,エキセントリック,28,48,46,10394,,0
14396,BGM,ゴージャス！,20,46,32,15492,,0
14397,BGM,タチミ・サーカス,26,56,46,11567,,0
14398,BGM,さらにおめでたい人びと,38,76,62,12552,,0
14399,BGM,追憶 ～純粋な痛み,46,88,70,13539,,0
14400,BGM,虎狼死家左々右エ門 ～殺人的紳士の愉しみ,44,86,68,11134,,0
14401,BGM,綾里春美 ～はみちゃんといっしょ,34,76,64,13171,70.0000000000000000,2
14402,BGM,捜査 ～中盤 2002,28,44,38,10770,,0
14403,BGM,大いなる復活 ～御剣怜侍,18,38,30,10896,,0
14404,BGM,運命のホットライン,30,66,54,10960,,0
14405,BGM,捜査 ～核心 2002,22,44,38,10630,,0
14406,BGM,追憶 ～トノサマンのバラード,32,58,44,14427,,0
14407,BGM,大いなる復活 ～狩魔 冥,46,80,70,14246,,0
14408,BGM,勝訴！ ～ふたたびの勝利,52,84,66,10434,,0
14409,BGM,逆転裁判２・終幕,16,28,22,14307,,0
14410,BGM,検事のつぶやき ～再会を期して,26,48,36,16006,,0
14411,BGM,逆転裁判3・序章,2,13,12,17229,,0
14412,BGM,法廷休憩室 〜終わりなき序曲,3,11,9,13480,,0
14413,BGM,逆転裁判3・開廷,6,23,21,11246,,0
14414,BGM,尋問 〜モデラート 2004,0,16,15,9430,,0
14415,BGM,成歩堂龍一 〜異議あり！2004,3,9,7,12955,,0
14416,BGM,尋問 〜アレグロ 2004,2,28,25,9732,,0
14417,BGM,追求 〜とっつかまえて,10,31,28,10901,,0
14418,BGM,真実は告げる 2004,4,9,9,17575,,0
14419,BGM,追求 〜とっつかまえて／バリーション,3,12,12,9376,90.0000000000000000,1
14420,BGM,美柳ちなみ 〜遠い面影,8,28,22,11451,,0
14421,BGM,ゴドー 〜珈琲は闇色（やみいろ）の薫り,12,24,16,11542,87.0000000000000000,4
14422,BGM,ジングル 〜あんな日々には戻れない,3,15,12,12990,,0
14423,BGM,捜査 〜序盤 2004,2,15,14,12262,,0
14424,BGM,『盗まれた逆転』,0,8,8,12832,,0
14425,BGM,高菱屋百貨店,6,18,14,11156,,0
14426,BGM,留置場 〜とわられ人のエレジー,2,22,18,14138,60.5000000000000000,2
14427,BGM,怪人☆仮面マスク 〜聞いてくださーーーい！,4,16,14,16832,,0
14428,BGM,星威岳哀牙 〜愛がほしいだけさ,4,15,11,13658,,0
14429,BGM,矢張政志 〜事件の影にやっぱりオレ,4,21,16,12299,,0
14430,BGM,『逆転のレシピ』,3,17,14,14038,,0
14431,BGM,吐麗美庵,6,26,20,16207,,0
14432,BGM,五十嵐将兵 〜せつなき哉、軍歌のしらべよ,1,9,8,11834,50.0000000000000000,1
14433,BGM,芝九蔵虎ノ助 〜スウィンギン・ゼニトラ,2,10,9,14854,,0
14434,BGM,追憶 〜うらみます、あなた,3,18,18,13806,,0
14435,BGM,『始まりの逆転』,1,30,24,7206,,0
14436,BGM,追憶 〜おぼろ橋の見える風景,10,30,25,14152,,0
14437,BGM,葉桜院,8,15,13,12897,,0
14438,BGM,天流斎エリス 〜やさしいメロディ,1,8,5,9288,,0
14439,BGM,捜査 〜中盤 2004,1,9,8,10802,,0
14440,BGM,追憶 〜真実の苦い味がする,3,13,11,14381,,0
14441,BGM,追求 〜追いつめられて 2004,2,8,8,9874,90.0000000000000000,1
14442,BGM,勝訴！ 〜終わりなき勝利,0,25,18,13005,,0
14443,BGM,逆転裁判3・終幕,5,31,27,13127,,0
14444,BGM,着信メロディ／ゴドー,11,16,14,10152,100.0000000000000000,1
14445,BGM,逆転裁判4・序章,0,7,4,22470,,0
14446,BGM,法廷休憩室 〜新たなる序曲,3,8,4,13557,,0
14447,BGM,逆転裁判4・開廷,8,10,10,13375,,0
14448,BGM,尋問 〜モデラート 2007,5,14,13,11006,,0
14449,BGM,トランス・ロジック,8,23,17,11218,,0
14450,BGM,王泥喜 法介 〜新章開廷!,5,11,10,11689,100.0000000000000000,1
14451,BGM,尋問 〜アレグロ 2007,5,11,6,14506,,0
14452,BGM,真実は告げる 2007,8,10,10,11448,,0
14453,BGM,スリルのテーマ 〜サスペンス,6,13,10,8989,,0
14454,BGM,みぬく 〜ほとばしれ、視線,5,15,13,14380,,0
14455,BGM,追求 〜追いつめないと,7,11,9,10653,,0
14456,BGM,ジングル 〜今日はここまで,2,5,3,7876,,0
14457,BGM,みぬきのテーマ 〜魔術の子,4,19,13,13666,,0
14458,BGM,牙琉 響也 〜LOVE LOVE GUILTY,5,12,8,15703,,0
14459,BGM,宝月 茜 〜カガクの刑事,0,4,3,12410,,0
14460,BGM,捜査 〜序盤 2007,4,12,9,13870,,0
14461,BGM,留置所 〜面会の悲喜劇,3,9,6,12942,,0
14462,BGM,『逆転連鎖の街角』,0,20,12,17771,,0
14463,BGM,エキセントリック 2007,0,8,4,16298,,0
14464,BGM,キタキツネ一家,3,26,18,13938,,0
14465,BGM,着信メロディ／LOVE LOVE GUILTY,0,5,3,11900,,0
14466,BGM,追憶 〜傷ついたキツネたち,4,22,14,17219,,0
14467,BGM,恋するギターのセレナード,2,5,4,13285,,0
14468,BGM,或真敷一座,2,23,14,17097,,0
14469,BGM,追憶 〜タネとシカケにまみれた運命,1,14,11,19275,,0
14470,BGM,ラミロア 〜音の風景画家,0,6,3,16195,,0
14471,BGM,『逆転を継ぐ者』,0,19,14,16133,,0
14472,BGM,心理錠（サイコ・ロック）2007,2,12,9,10872,,0
14473,BGM,どぶろくスタジオ,2,12,6,12650,,0
14474,BGM,独房 〜闇のテーマ,1,8,5,13139,,0
14475,BGM,捜査 〜核心 2007,3,10,7,14020,,0
14476,BGM,追憶 〜忘れられた伝説,3,27,22,16041,,0
14477,BGM,勝訴! 〜オレたちの勝利,1,13,6,15600,,0
14478,BGM,逆転裁判4・終幕,4,14,10,9783,,0
14482,BGM,森の子,0,1,0,0,,0
14486,BGM,over the snow,0,1,0,0,,0
14488,BGM,雲流れて,0,1,0,0,,0
14491,BGM,perch -憩い-,0,1,1,13821,,0
14503,BGM,シチューの香り,0,1,0,0,,0
14511,BGM,ワールドエンド (Instrumental),4,5,4,11313,,0
14512,BGM,晴れた日には屋上で,3,23,14,18860,,0
14513,BGM,そよ風の音色,1,15,10,27273,,0
14514,BGM,故郷の土を踏みしめて,0,13,10,18531,,0
14515,BGM,Limply,0,2,1,13855,,0
14516,BGM,スウィートハニーランデヴー,0,2,2,10455,,0
14517,BGM,Fresh Fruit Soda Mixer,3,11,9,16000,,0
14518,BGM,約束の朝,0,11,6,16297,,0
14519,BGM,ならび歩くふたり,1,15,10,14619,,0
14520,BGM,そして、めぐる日々…,0,2,1,20179,,0
14521,BGM,舞い散る光,0,11,9,17301,,0
14522,BGM,未来へ届く手紙,0,2,2,26061,,0
14523,BGM,旅路の果て,0,4,3,18938,,0
14524,BGM,人形の記憶,1,7,3,8165,,0
14525,BGM,孤影の月,1,6,2,15002,,0
14526,BGM,cigar&coffee,1,6,6,19822,,0
14527,BGM,naked,2,8,4,21233,,0
14528,BGM,Colosseum,0,8,3,14416,,0
14529,BGM,the murder,0,11,9,16762,,0
14530,BGM,ラピッドファイア,1,17,9,14793,,0
14531,BGM,バレットソウル,4,9,6,10724,,0
14532,BGM,Phantom Pain,0,3,2,22020,,0
14533,BGM,ジャックローズ,4,14,9,17145,,0
14535,BGM,Cherry on the pudding,0,11,9,18055,,0
14553,BGM,冬の街路樹,10,18,15,13301,87.0000000000000000,1
14554,BGM,Dear Friends,2,4,3,6482,80.0000000000000000,1
14555,BGM,イルミネーションタウン,3,7,4,10824,,0
14556,BGM,いつか見た景色,14,32,21,12976,,0
14557,BGM,SLAPSTICK STREET,3,5,4,10253,75.0000000000000000,1
14558,BGM,boy meets girl and girl,5,21,15,15595,,0
14559,BGM,穏やかに過ぎゆく時,4,12,10,16143,73.0000000000000000,1
14560,BGM,言葉にできない想い,7,15,10,10989,100.0000000000000000,1
14561,BGM,あの頃のように,9,18,10,7762,95.0000000000000000,1
14562,BGM,静かな冬の夜,12,22,20,9288,90.0000000000000000,2
14563,BGM,一途な心,3,6,5,8672,75.0000000000000000,1
14564,BGM,氷の刃,5,17,9,11299,,0
14565,BGM,本当の、嘘,7,24,18,13918,,0
14566,BGM,WINTER VACATION,6,13,12,15135,100.0000000000000000,1
14567,BGM,聖夜,4,10,8,10654,,0
14568,BGM,綺麗で儚いもの,11,15,13,11310,96.0000000000000000,1
14569,BGM,FILL YOU,5,20,11,14086,,0
14570,BGM,うたわれるもの,1,14,9,17099,,0
14571,BGM,Extended Winter,5,10,9,11465,,0
14572,BGM,吐露,8,18,12,12527,,0
14573,BGM,Snowfalls,5,12,7,8956,70.0000000000000000,1
14574,BGM,キャンドルライト,8,21,13,10755,89.0000000000000000,1
14575,BGM,Honesty,7,15,11,14641,,0
14576,BGM,Answer,16,28,22,9775,54.5000000000000000,2
14577,BGM,最後に残るもの,5,6,5,8632,94.0000000000000000,1
14578,BGM,溶け合う心,3,9,6,15424,78.0000000000000000,1
14579,BGM,誰かが傷ついても,10,20,14,13045,,0
14580,BGM,Sunshine Day,1,17,12,16968,,0
14581,BGM,ためいき,4,21,12,17175,,0
14582,BGM,見果てぬ夢,7,20,9,5965,60.0000000000000000,2
14583,BGM,ready,0,9,6,12878,,0
14584,BGM,コモレビ,2,11,9,5423,60.0000000000000000,3
14585,BGM,約束の場所,1,6,3,13512,62.0000000000000000,1
14586,BGM,聖歌,0,5,1,3043,,0
14587,BGM,FLOW,0,1,0,0,,0
14588,BGM,Casual Days,1,1,1,5440,,0
14589,BGM,O・M・A・R・U,1,5,2,6562,,0
